"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","year","price","pp"
"196","FDT20",10.5,"Low Fat",0.041395445,"Fruits and Vegetables",37.6164,"OUT046",1997,"Small","Tier 1","Supermarket Type1",540.6296,19,1.557147617298,29.585804728662
"197","FDB41",19,"Regular",0.097313129,"Frozen Foods",48.0718,"OUT046",1997,"Small","Tier 1","Supermarket Type1",992.7078,19,4.6780172746622,88.8823282185818
"198","NCN55",14.6,"Low Fat",0.059582996,"Others",238.8538,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",6008.845,17,14.2316250099848,241.937625169742
"201","NCM53",18.75,"Low Fat",0.052146456,"Health and Hygiene",104.628,"OUT045",2002,"Small","Tier 2","Supermarket Type1",745.696,14,5.455979398368,76.383711577152
"202","FDE36",5.26,"Regular",0.041764487,"Baking Goods",161.8868,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3275.736,12,6.7611191540716,81.1334298488592
"203","FDN57",18.25,"Low Fat",0.054344186,"Snack Foods",140.2154,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1701.7848,14,7.6198917776644,106.678484887302
"205","FDI19",15.1,"Low Fat",0.052339069,"Meat",242.7512,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4119.9704,19,12.7053718066328,241.402064326023
"206","FDF24",15.5,"Regular",0.042464962,"Baking Goods",81.5934,"OUT010",1998,"Small","Tier 3","Grocery Store",327.5736,18,3.4648606304508,62.3674913481144
"207","FDG52",13.65,"Low Fat",0.065732883,"Frozen Foods",45.7402,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",780.9834,17,3.0066352149966,51.1127986549422
"208","DRF36",16.1,"LF",0.023625114,"Soft Drinks",189.3846,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3630.6074,14,4.4742327648444,62.6392587078216
"210","FDX40",12.85,"Low Fat",0.165694219,"Frozen Foods",39.7164,"OUT010",1998,"Small","Tier 3","Grocery Store",231.6984,18,6.5807778794916,118.454001830849
"211","DRK12",9.5,"LF",0.041878397,"Soft Drinks",32.99,"OUT035",2004,"Small","Tier 2","Supermarket Type1",133.16,12,1.38156831703,16.57881980436
"212","DRC27",13.8,"Low Fat",0.058091482,"Dairy",245.1802,"OUT035",2004,"Small","Tier 2","Supermarket Type1",5650.6446,12,14.2428811750564,170.914574100677
"213","FDL58",5.78,"Regular",0,"Snack Foods",263.7568,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2636.568,9,0,0
"214","NCD30",19.7,"Low Fat",0.026903714,"Household",96.0726,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1272.3438,14,2.5847097536364,36.1859365509096
"215","NCZ54",14.65,"Low Fat",0,"Household",161.5552,"OUT010",1998,"Small","Tier 3","Grocery Store",324.9104,18,0,0
"216","FDE10",6.67,"Regular",0.150554711,"Snack Foods",130.0626,"OUT010",1998,"Small","Tier 3","Grocery Store",131.1626,18,19.5815371549086,352.467668788355
"217","FDR44",6.11,"Regular",0,"Fruits and Vegetables",131.2968,"OUT010",1998,"Small","Tier 3","Grocery Store",260.9936,18,0,0
"218","FDP28",13.65,"Regular",0.134975628,"Frozen Foods",260.0936,"OUT010",1998,"Small","Tier 3","Grocery Store",260.9936,18,35.1062969987808,631.913345978055
"219","FDX15",17.2,"Low Fat",0.15616879,"Meat",160.6578,"OUT013",1987,"High","Tier 3","Supermarket Type1",3690.5294,29,25.089734230062,727.602292671798
"220","FDA39",6.32,"LF",0,"Meat",40.2822,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1139.1838,12,0,0
"221","FDY24",4.88,"Regular",0.133700752,"Baking Goods",52.9298,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1995.4026,17,7.0767540632096,120.304819074563
"222","FDC60",5.425,"Regular",0.115119905,"Baking Goods",88.3514,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1416.8224,9,10.171004774617,91.539042971553
"223","FDH28",15.85,"Regular",0.110030997,"Frozen Foods",37.2506,"OUT046",1997,"Small","Tier 1","Supermarket Type1",265.6542,19,4.0987206568482,77.8756924801158
"224","FDT25",7.5,"Low Fat",0.051038045,"Canned",121.7072,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3552.7088,9,6.211697550424,55.905277953816
"225","DRJ13",12.65,"Low Fat",0.062837968,"Soft Drinks",161.5578,"OUT013",1987,"High","Tier 3","Supermarket Type1",2406.867,29,10.1519638665504,294.406952129962
"227","FDW20",20.75,"Low Fat",0.024129332,"Fruits and Vegetables",124.173,"OUT013",1987,"High","Tier 3","Supermarket Type1",2956.152,29,2.996211542436,86.890134730644
"229","FDS49",9,"Low Fat",0,"Canned",79.7644,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1649.8524,12,0,0
"233","FDL56",14.1,"Low Fat",0.126035694,"Fruits and Vegetables",86.4198,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1133.8574,14,10.8919794683412,152.487712556777
"234","FDF14",7.55,"Low Fat",0.027164679,"Canned",152.334,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2603.278,12,4.138104210786,49.657250529432
"235","NCD06",13,"Low Fat",0.099325278,"Household",45.406,"OUT046",1997,"Small","Tier 1","Supermarket Type1",605.878,19,4.509963572868,85.689307884492
"238","FDB35",12.3,"Regular",0.064565202,"Starchy Foods",92.9804,"OUT013",1987,"High","Tier 3","Supermarket Type1",1929.4884,29,6.0032983080408,174.095650933183
"241","NCR38",17.25,"Low Fat",0.113748685,"Household",251.3724,"OUT045",2002,"Small","Tier 2","Supermarket Type1",6795.1548,14,28.593279945294,400.305919234116
"242","NCR18",15.85,"Low Fat",0.020603511,"Household",42.7112,"OUT017",2007,"Small","Tier 2","Supermarket Type1",639.168,9,0.8800006790232,7.9200061112088
"243","NCU41",18.85,"Low Fat",0.052044976,"Health and Hygiene",192.1846,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3248.4382,12,10.0022428945696,120.026914734835
"244","FDY56",16.35,"Regular",0.062764429,"Fruits and Vegetables",227.6062,"OUT017",2007,"Small","Tier 2","Supermarket Type1",7222.5984,9,14.2855731798598,128.570158618738
"245","DRJ51",14.1,"Low Fat",0.087977262,"Dairy",229.0668,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3225.1352,12,20.1526698791016,241.832038549219
"246","FDK21",7.905,"Low Fat",0.010010425,"Snack Foods",249.0408,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3755.112,12,2.49300425034,29.91605100408
"247","FDY25",12,"Low Fat",0.033946163,"Canned",179.3976,"OUT013",1987,"High","Tier 3","Supermarket Type1",3440.8544,29,6.0898601714088,176.605944970855
"248","FDU44",12.15,"Regular",0.058414678,"Fruits and Vegetables",163.4552,"OUT035",2004,"Small","Tier 2","Supermarket Type1",974.7312,12,9.5481828754256,114.578194505107
"249","FDL43",10.1,"Low Fat",0.027106459,"Meat",75.367,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",535.969,17,2.042932495453,34.729852422701
"250","FDF05",17.5,"Low Fat",0.027022883,"Frozen Foods",262.491,"OUT017",2007,"Small","Tier 2","Supermarket Type1",5259.82,9,7.093263581553,63.839372233977
"252","FDL20",17.1,"Low Fat",0.128937661,"Fruits and Vegetables",112.3886,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1779.0176,7,14.4911232070646,101.437862449452
"253","FDV32",7.785,"Low Fat",0.088846306,"Fruits and Vegetables",61.451,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",759.012,17,5.459694350006,92.814803950102
"254","FDJ34",11.8,"Regular",0.09357779,"Snack Foods",125.9704,"OUT013",1987,"High","Tier 3","Supermarket Type1",1877.556,29,11.788031637416,341.852917485064
"255","FDG08",13.15,"Regular",0.165694678,"Fruits and Vegetables",171.8764,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3779.0808,14,28.4790047537992,398.706066553189
"257","FDW13",8.5,"Low Fat",0.098438394,"Canned",51.1324,"OUT017",2007,"Small","Tier 2","Supermarket Type1",259.662,9,5.0333913373656,45.3005220362904
"258","NCI17",8.645,"Low Fat",0.143303291,"Health and Hygiene",96.341,"OUT013",1987,"High","Tier 3","Supermarket Type1",193.082,29,13.805982358231,400.373488388699
"259","FDY03",17.6,"Regular",0.076276208,"Meat",110.9202,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1687.803,14,8.4605722466016,118.448011452422
"260","FDS12",9.1,"Low Fat",0.175103435,"Baking Goods",127.5362,"OUT017",2007,"Small","Tier 2","Supermarket Type1",4655.9394,9,22.332026706847,200.988240361623
"261","FDJ55",12.8,"Regular",0.023511371,"Meat",225.9404,"OUT013",1987,"High","Tier 3","Supermarket Type1",4950.8888,29,5.3121685682884,154.052888480364
"262","DRK01",7.63,"Low Fat",0.06105276,"Soft Drinks",95.4436,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1418.154,12,5.827095204336,69.925142452032
"263","FDG28",9.285,"Regular",0.049559042,"Frozen Foods",246.4144,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1225.072,9,12.2120615990048,109.908554391043
"264","FDY38",13.6,"Regular",0.119418124,"Dairy",231.03,"OUT045",2002,"Small","Tier 2","Supermarket Type1",5359.69,14,27.58916918772,386.24836862808
"265","FDN01",8.895,"Low Fat",0.072545601,"Breakfast",176.237,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1764.37,14,12.785219083437,178.993067168118
"266","NCR54",16.35,"Low Fat",0.090486828,"Household",195.211,"OUT013",1987,"High","Tier 3","Supermarket Type1",2553.343,29,17.664024180708,512.256701240532
"267","FDG29",17.6,"Low Fat",0.056245075,"Frozen Foods",43.3454,"OUT013",1987,"High","Tier 3","Supermarket Type1",1006.6896,29,2.437965273905,70.700992943245
"268","FDG24",7.975,"Low Fat",0.014618973,"Baking Goods",85.225,"OUT013",1987,"High","Tier 3","Supermarket Type1",1081.925,29,1.245901973925,36.131157243825
"269","FDG59",15.85,"Low Fat",0.043479126,"Starchy Foods",36.7164,"OUT017",2007,"Small","Tier 2","Supermarket Type1",308.9312,9,1.5963969818664,14.3675728367976
"270","FDM28",15.7,"Low Fat",0.045166237,"Frozen Foods",178.666,"OUT013",1987,"High","Tier 3","Supermarket Type1",2516.724,29,8.069670899842,234.020456095418
"271","FDW04",8.985,"Regular",0.057827101,"Frozen Foods",128.831,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1428.141,19,7.449923248931,141.548541729689
"272","FDS26",20.35,"Low Fat",0.089394766,"Dairy",260.1594,"OUT013",1987,"High","Tier 3","Supermarket Type1",2093.2752,29,23.2568886857004,674.449771885312
"273","FDQ56",6.59,"Low Fat",0.10550944,"Fruits and Vegetables",85.6908,"OUT013",1987,"High","Tier 3","Supermarket Type1",1929.4884,29,9.041188321152,262.194461313408
"274","FDK51",19.85,"Low Fat",0.005234153,"Dairy",264.0884,"OUT035",2004,"Small","Tier 2","Supermarket Type1",5829.7448,12,1.3822790911252,16.5873490935024
"275","FDL22",16.85,"Low Fat",0.036390174,"Snack Foods",91.4488,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2082.6224,19,3.3278377440912,63.2289171377328
"277","FDY55",16.75,"Low Fat",0.081252534,"Fruits and Vegetables",256.4988,"OUT013",1987,"High","Tier 3","Supermarket Type1",7452.9652,29,20.8411774679592,604.394146570817
"278","FDY03",17.6,"Regular",0.076552407,"Meat",110.5202,"OUT017",2007,"Small","Tier 2","Supermarket Type1",450.0808,9,8.4605873321214,76.1452859890926
"279","FDK21",7.905,"Low Fat",0.016758569,"Snack Foods",250.4408,"OUT010",1998,"Small","Tier 3","Grocery Store",500.6816,18,4.1970294272152,75.5465296898736
"281","FDZ32",7.785,"Regular",0.038288087,"Fruits and Vegetables",103.1964,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",736.3748,7,3.9511927412868,27.6583491890076
"282","NCZ18",7.825,"Low Fat",0.186032678,"Household",253.0698,"OUT035",2004,"Small","Tier 2","Supermarket Type1",6088.0752,12,47.0792526149244,564.951031379093
"284","DRE49",20.75,"Low Fat",0.021370201,"Soft Drinks",153.0024,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2277.036,9,3.2696920414824,29.4272283733416
"286","FDT39",6.26,"Regular",0.009866049,"Meat",151.1366,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2267.049,12,1.4911211012934,17.8934532155208
"287","FDE08",18.2,"Low Fat",0.082551042,"Fruits and Vegetables",147.3734,"OUT010",1998,"Small","Tier 3","Grocery Store",296.9468,18,12.1658277330828,218.98489919549
"288","NCD06",13,"Low Fat",0.099729888,"Household",46.306,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",559.272,7,4.618092193728,32.326645356096
"289","FDB57",20.25,"Regular",0.018801549,"Fruits and Vegetables",222.1772,"OUT035",2004,"Small","Tier 2","Supermarket Type1",5559.43,12,4.1772755124828,50.1273061497936
"290","NCT54",8.695,"Low Fat",0.119721451,"Household",95.5094,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1237.7222,17,11.4345239521394,194.38690718637
"291","DRF49",7.27,"Low Fat",0.071222087,"Soft Drinks",113.5518,"OUT045",2002,"Small","Tier 2","Supermarket Type1",569.259,14,8.0873961786066,113.223546500492
"293","FDF20",12.85,"low fat",0.033287541,"Fruits and Vegetables",198.4768,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1379.5376,14,6.6068046175488,92.4952646456832
"294","FDH27",7.075,"Low Fat",0.05858462,"Dairy",142.7128,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1869.5664,7,8.360775157136,58.525426099952
"296","FDY59",8.195,"Low Fat",0.031452265,"Baking Goods",94.3462,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",925.462,17,2.967401684143,50.445828630431
"297","FDK36",7.09,"Low Fat",0.00721395,"Baking Goods",47.9034,"OUT035",2004,"Small","Tier 2","Supermarket Type1",583.2408,12,0.34557273243,4.14687278916
"298","NCM31",6.095,"Low Fat",0.081196619,"Others",141.4154,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1418.154,19,11.4824523545326,218.166594736119
"299","FDE33",19.35,"Regular",0.049916364,"Fruits and Vegetables",80.2644,"OUT017",2007,"Small","Tier 2","Supermarket Type1",942.7728,9,4.0065070066416,36.0585630597744
"300","FDU36",6.15,"Low Fat",0.04627095,"Baking Goods",99.3384,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2364.9216,19,4.59648213948,87.33316065012
"303","NCQ54",17.7,"Low Fat",0.012540003,"Household",167.0474,"OUT035",2004,"Small","Tier 2","Supermarket Type1",5895.659,12,2.0947748971422,25.1372987657064
"304","FDO23",17.85,"Low Fat",0.147023834,"Breads",93.7436,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1134.5232,7,13.7825434849624,96.4778043947368
"305","DRE60",9.395,"Low Fat",0.159657596,"Soft Drinks",224.972,"OUT045",2002,"Small","Tier 2","Supermarket Type1",7696.648,14,35.918488687312,502.858841622368
"306","DRP47",15.75,"Low Fat",0.141398626,"Hard Drinks",250.5382,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2775.7202,9,35.4257572405132,318.831815164619
"307","FDB21",7.475,"Low Fat",0.148821808,"Fruits and Vegetables",241.2854,"OUT045",2002,"Small","Tier 2","Supermarket Type1",5317.0788,14,35.9085294720032,502.719412608045
"308","FDR04",7.075,"Low Fat",0,"Frozen Foods",98.0068,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",874.8612,7,0,0
"309","FDX23",6.445,"Low Fat",0.029691762,"Baking Goods",92.6436,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1039.9796,19,2.7507517220232,52.2642827184408
"310","FDX19",19.1,"Low Fat",0.096715523,"Fruits and Vegetables",235.0958,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3038.0454,12,22.7374132521034,272.848959025241
"311","FDD40",20.25,"Regular",0.014790559,"Dairy",193.6162,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3848.324,12,2.8636918294558,34.3643019534696
"312","FDA01",15,"Regular",0.054378253,"Canned",59.1904,"OUT046",1997,"Small","Tier 1","Supermarket Type1",527.3136,19,3.2186705463712,61.1547403810528
"313","FDS33",6.67,"Regular",0.123428594,"Snack Foods",89.1514,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2390.8878,19,11.0038319551316,209.0728071475
"315","FDB29",16.7,"Regular",0.052368061,"Frozen Foods",112.7176,"OUT013",1987,"High","Tier 3","Supermarket Type1",801.6232,29,5.9028021525736,171.181262424634
"316","FDF46",7.07,"Low Fat",0.093861144,"Snack Foods",115.5834,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1267.0174,14,10.8487901514096,151.883062119734
"317","FDA33",6.48,"Low Fat",0.033968647,"Snack Foods",148.0076,"OUT045",2002,"Small","Tier 2","Supermarket Type1",886.8456,14,5.0276179177172,70.3866508480408
"318","FDC08",19,"Regular",0.173154079,"Fruits and Vegetables",228.272,"OUT010",1998,"Small","Tier 3","Grocery Store",452.744,18,39.526227921488,711.472102586784
"319","FDB53",13.35,"Low Fat",0.139735226,"Frozen Foods",147.5392,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3877.6192,14,20.6164234558592,288.629928382029
"322","FDX36",9.695,"Regular",0.12848269,"Baking Goods",223.9404,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4950.8888,17,28.772464991676,489.131904858492
"323","DRD13",15,"Low Fat",0.049357077,"Soft Drinks",62.6168,"OUT017",2007,"Small","Tier 2","Supermarket Type1",958.752,9,3.0905822190936,27.8152399718424
"324","FDC52",11.15,"Regular",0.008326735,"Dairy",149.9708,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1956.1204,9,1.248767109338,11.238903984042
"325","FDB45",20.85,"Low Fat",0.021362955,"Fruits and Vegetables",103.2306,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2404.2038,17,2.205310662423,37.490281261191
"326","NCK19",9.8,"Low Fat",0.151420934,"Others",194.3478,"OUT010",1998,"Small","Tier 3","Grocery Store",387.4956,18,29.4283253968452,529.709857143214
"327","FDV51",16.35,"Low Fat",0.032511818,"Meat",165.0842,"OUT013",1987,"High","Tier 3","Supermarket Type1",994.7052,29,5.3671874650756,155.648436487192
"328","FDZ35",9.6,"Regular",0.022323658,"Breads",101.299,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1754.383,14,2.261364231742,31.659099244388
"330","FDV59",13.35,"Low Fat",0.048124443,"Breads",216.7166,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3918.8988,14,10.4293656638538,146.011119293953
"331","DRH39",20.7,"Low Fat",0.09261307,"Dairy",76.367,"OUT013",1987,"High","Tier 3","Supermarket Type1",306.268,29,7.07258231669,205.10488718401
"333","FDU55",16.2,"Low Fat",0.035984104,"Fruits and Vegetables",260.6278,"OUT045",2002,"Small","Tier 2","Supermarket Type1",4425.5726,14,9.3784578604912,131.298410046877
"337","NCO43",5.5,"Low Fat",0.04709821,"Others",101.3016,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3339.6528,19,4.771124030136,90.651356572584
"338","FDQ07",15.1,"Regular",0.087584126,"Fruits and Vegetables",221.7456,"OUT045",2002,"Small","Tier 2","Supermarket Type1",6410.3224,14,19.4213945703456,271.899523984838
"339","FDF28",15.7,"Regular",0.038078899,"Frozen Foods",122.9046,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1992.0736,9,4.6800718500354,42.1206466503186
"340","FDM01",7.895,"reg",0.095102092,"Breakfast",104.4332,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2870.9296,9,9.9318157942544,89.3863421482896
"342","FDR24",17.35,"Regular",0.062799379,"Baking Goods",88.183,"OUT013",1987,"High","Tier 3","Supermarket Type1",539.298,29,5.537837638357,160.597291512353
"343","NCY18",7.285,"Low Fat",0.031125709,"Household",174.3054,"OUT013",1987,"High","Tier 3","Supermarket Type1",4377.635,29,5.4253791575286,157.335995568329
"344","NCY30",20.25,"Low Fat",0.026005891,"Household",180.9976,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2716.464,14,4.7070038568616,65.8980539960624
"346","DRI37",15.85,"Low Fat",0.107765165,"Soft Drinks",59.5904,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",703.0848,17,6.421769288416,109.170077903072
"347","FDL27",6.17,"Low Fat",0.010647477,"Meat",66.3826,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1937.478,17,0.7068072067002,12.0157225139034
"348","NCO30",19.5,"Low Fat",0.015749341,"Household",182.2608,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3307.6944,17,2.8704874901328,48.7982873322576
"349","NCB07",19.2,"Low Fat",0.077628053,"Household",197.611,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3142.576,17,15.340157181383,260.782672083511
"350","FDX25",16.7,"Low Fat",0,"Canned",181.2292,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2554.0088,7,0,0
"351","FDP59",20.85,"Regular",0.056695731,"Breads",104.0648,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1869.5664,7,5.9000299073688,41.3002093515816
"352","FDR59",14.5,"Regular",0.063993068,"Breads",260.4594,"OUT045",2002,"Small","Tier 2","Supermarket Type1",5494.8474,14,16.6675960954392,233.346345336149
"353","FDT27",11.395,"Regular",0.069529262,"Meat",233.1616,"OUT013",1987,"High","Tier 3","Supermarket Type1",6093.4016,29,16.2115539747392,470.135065267437
"354","DRI01",7.97,"Low Fat",0.034452949,"Soft Drinks",174.0422,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2586.633,19,5.9962670404478,113.929073768508
