isin,buyvolume,sellvolume
isin1310,0,0
isin1311,57857.14286,162000
isin1312,219375,546750
isin1313,27000,45000
isin1314,5513400,4822615.385
isin1315,310500,162000
isin1316,3137400,4248000
isin1317,193500,82741.93548
isin1318,0,57857.14286
isin1319,183214.2857,71500
isin1320,95000,163588.2353
isin1321,28928.57143,159750
isin1322,222289.7727,165648.6486
isin1323,192857.1429,167400
isin1324,0,270000
isin1325,0,16956000
isin1326,4438800,4593857.143
isin1327,0,0
isin1328,0,0
isin1329,0,0
isin1330,0,0
isin1331,27000,18000
isin1332,0,324000
isin1333,0,0
isin1334,729000,729000
isin1335,36000,7484400
isin1336,232200,236250
isin1337,326700,105545.4545
isin1338,149450.7042,81000
isin1339,181544.7761,189000
isin1340,0,0
isin1341,0,0
isin1342,1404000,8478000
isin1343,0,0
isin1344,0,0
isin1345,567000,1336500
isin1346,0,0
isin1347,1404000,216000
isin1348,303750,1088590.909
isin1349,0,2187000
isin1350,0,5427000
isin1351,0,0
isin1352,0,0
isin1353,0,0
isin1354,0,486000
isin1355,0,5076000
isin1356,31077000,31077000
isin1357,346500,320625
isin1358,1836000,1009800
isin1359,861545.4545,4568400
isin1360,6781500,5530500
isin1361,1017000,7236000
isin1362,813857.1429,1406250
isin1363,0,0
isin1364,242275.6098,5973750
isin1365,0,0
isin1366,156000,159300
isin1367,563142.8571,108000
isin1368,184500,317250
isin1369,3142500,2830235.294
isin1370,432000,36000
isin1371,0,0
isin1372,0,0
isin1373,0,0
isin1374,432000,283500
isin1375,0,0
isin1376,0,1944000
isin1377,0,135000
isin1378,0,0
isin1379,91125,1296000
isin1380,0,0
isin1381,0,5427000
isin1382,0,0
isin1383,0,0
isin1384,8121600,9936000
isin1385,1957500,6142500
isin1386,0,0
isin1387,354857.1429,648000
isin1388,1204200,140400
isin1389,394200,280800
isin1390,54000,3230550
isin1391,203512.5,184371.4286
isin1392,10701000,5323500
isin1393,0,324000
isin1394,108000,81000
isin1395,1059750,2529000
isin1396,1598142.857,2454617.647
isin1397,1981125,1456200
isin1398,0,3537000
isin1399,0,3574800
isin1400,0,0
isin1401,0,0
isin1402,43200,54000
isin1403,0,1701000
isin1404,7074000,9895500
isin1405,1485000,2268000
isin1406,3582000,8491500
isin1407,15066000,9207000
isin1408,2592000,3591000
isin1409,0,7776000
isin1410,135000,67500
isin1411,1287000,2790000
isin1412,762750,2673000
isin1413,205200,495000
isin1414,2295000,10777500
isin1415,307800,59062.5
isin1416,318857.1429,2171700
isin1417,397500,54000
isin1418,4728857.143,74250
isin1419,866454.5455,4301307.692
isin1420,4272000,2801250
isin1421,1410750,2871000
isin1422,1194136.364,738236.8421
isin1423,1206000,64125
isin1424,920250,288000
isin1425,0,0
isin1426,756000,506250
isin1427,0,0
isin1428,4974750,4020300
isin1429,225642.8571,307500
isin1430,63000,4748142.857
isin1431,837000,837000
isin1432,0,0
isin1433,281250,373500
isin1434,351000,264600
isin1435,58050,2019093.75
isin1436,506250,540000
isin1437,579000,5978571.429
isin1438,270000,1719000
isin1439,0,0
isin1440,27000,27000
isin1441,0,0
isin1442,1577930.233,10389600
isin1443,965250,126000
isin1444,538071.4286,14148000
isin1445,0,0
isin1446,0,0
isin1447,270000,270000
isin1448,0,0
isin1449,0,0
isin1450,266142.8571,227571.4286
isin1451,0,175500
isin1452,1046250,46285.71429
isin1453,7011000,5292000
isin1454,4968000,3186000
isin1455,3558600,6960600
isin1456,761400,707400
isin1457,0,0
isin1458,0,0
isin1459,2358450,4873500
isin1460,0,189000
isin1461,1404000,11738250
isin1462,702000,783000
isin1463,4158000,5598000
isin1464,1431000,1984500
isin1465,3328714.286,31644000
isin1466,270000,16173000
isin1467,0,0
isin1468,0,0
isin1469,0,0
isin1470,20337750,16713000
isin1471,2322000,7344000
isin1472,0,1350000
isin1473,837000,2835000
isin1474,5076000,2397600
isin1475,0,14148000
isin1476,31077000,567000
isin1477,7074000,21186000
isin1478,8478000,1404000
isin1479,567000,4090500
isin1480,0,0
isin1481,0,0
isin1482,2403000,567000
isin1483,31644000,7357500
isin1484,2233285.714,10449000
isin1485,0,0
isin1486,0,31077000
isin1487,0,0
isin1488,0,0
isin1489,0,702000
isin1490,0,634500
isin1491,0,0
isin1492,0,0
isin1493,0,0
isin1494,0,0
isin1495,10611000,10737000
isin1496,5040000,1701000
isin1497,4647857.143,4363875
isin1498,45000,43615.38462
isin1499,27000,27000
isin1500,93000,151875
isin1501,0,0
isin1502,0,0
isin1503,5251500,9936000
isin1504,972000,972000
isin1505,54000,162000
isin1506,6210000,144000
isin1507,0,0
isin1508,0,0
isin1509,0,567000
isin1510,0,0
isin1511,0,0
isin1512,0,1005750
isin1513,3788100,214312.5
isin1514,0,0
isin1515,9936000,9936000
isin1516,51545.45455,2052000
isin1517,397406.25,186468.75
isin1518,2986875,1202850
isin1519,1822500,519954.5455
isin1520,0,0
isin1521,0,5643000
isin1522,0,0
isin1523,0,0
isin1524,0,0
isin1525,63000,27000
isin1526,0,0
isin1527,3111750,20061000
isin1528,5068285.714,17125714.29
isin1529,0,0
isin1530,216000,114750
isin1531,0,0
isin1532,0,0
isin1533,0,0
isin1534,16020000,22896000
isin1535,0,0
isin1536,0,0
isin1537,0,0
isin1538,675000,2115000
isin1539,0,0
isin1540,0,0
isin1542,0,0
isin1543,0,0
isin1544,0,5467500
isin1545,0,0
isin1546,2160000,4752000
isin1547,0,0
isin1548,0,0
isin1549,0,0
isin1550,0,4806000
isin1551,2835000,2835000
isin1552,0,0
isin1553,0,846000
isin1554,0,0
isin1555,2405160,1620964.286
isin1556,0,0
isin1557,0,1269000
isin1558,243000,243000
isin1559,0,0
isin1560,0,216000
isin1561,567000,1701000
isin1562,0,0
isin1563,0,0
isin1564,0,2835000
isin1565,225000,189000
isin1566,0,0
isin1567,0,0
isin1568,0,0
isin1569,0,0
isin1570,0,0
isin1571,0,0
isin1572,0,0
isin1573,0,2268000
isin1574,0,135000
isin1575,540000,270000
isin1576,0,0
isin1578,0,0
isin1579,0,0
isin1580,5643000,3037500
isin1581,0,2254500
isin1582,0,0
isin1583,0,0
isin1584,0,0
isin1585,963000,402300
isin1586,301500,224590.9091
isin1587,2256882.353,1442571.429
isin1588,442921.3483,234523.2558
isin1589,0,135000
isin1590,0,0
isin1591,0,135000
isin1592,0,0
isin1593,0,3132000
isin1594,0,270000
isin1595,1110375,1039500
isin1596,0,0
isin1597,0,270000
isin1598,0,0
isin1599,0,0
isin1600,0,5035500
isin1601,0,0
isin1602,0,0
isin1603,135000,135000
isin1604,94500,384750
isin1605,0,0
isin1606,0,0
isin1607,37800,57857.14286
isin1608,0,0
isin1609,54000,108000
isin1610,0,54000
isin1611,94500,364500
isin1612,81000,63000
isin1613,0,0
isin1614,0,73285.71429
isin1615,72000,63000
isin1616,0,0
isin1617,0,0
isin1618,0,270000
isin1619,0,0
isin1620,0,0
isin1621,0,0
isin1622,27000,783000
isin1623,0,0
isin1624,0,0
isin1625,540000,34714.28571
isin1626,93272.72727,108000
isin1627,45562.5,48600
isin1628,0,27000
isin1629,0,0
isin1630,113400,81000
isin1631,0,54000
isin1632,162000,135000
isin1633,81000,59400
isin1634,86400,67500
isin1635,108000,162000
isin1636,54000,72000
isin1637,0,54000
isin1638,0,180000
isin1639,0,27000
isin1640,0,0
isin1641,0,0
isin1642,0,0
isin1643,0,27000
isin1644,0,0
isin1645,0,0
isin1646,0,0
isin1647,67500,90000
isin1648,0,0
isin1649,0,0
isin1650,0,27000
isin1651,0,0
isin1652,0,0
isin1654,4482000,4482000
isin1655,688500,471600
isin1656,873000,158142.8571
isin1657,391500,37125
isin1658,1085651.163,3937950
isin1659,45000,56454.54545
isin1660,668960.5263,537750
isin1661,1294500,564750
isin1662,226536.5854,97200
isin1663,100691.0828,928800
isin1664,536080.6452,216710.5263
isin1665,352448.7805,186750
isin1666,222456.5217,218160
isin1667,195625.7669,1034943.75
isin1668,327883.5616,154636.3636
isin1669,0,0
isin1670,54000,13500
isin1671,0,702000
isin1672,10104750,2252250
isin1673,1134000,1512000
isin1674,0,702000
isin1675,2853692.308,2378454.545
isin1676,17658000,16395750
isin1677,1836000,2160000
isin1678,2349000,2835000
isin1679,0,0
isin1680,1026000,4279500
isin1681,0,0
isin1682,0,12600000
isin1683,3582000,3677400
isin1684,0,0
isin1685,0,0
isin1686,30857.14286,48375
isin1687,40500,27000
isin1688,27000,48600
isin1689,175500,108000
isin1690,0,54000
isin1691,0,94500
isin1692,0,27000
isin1693,0,0
isin1694,0,0
isin1695,0,0
isin1696,0,0
isin1697,0,0
isin1698,0,40500
isin1699,22500,27000
isin1700,81000,81000
isin1701,0,0
isin1702,0,0
isin1703,0,74250
isin1704,0,13500
isin1705,54000,13500
isin1706,64125,13500
isin1707,45000,567000
isin1708,47250,27000
isin1709,27000,45000
isin1710,0,13500
isin1711,27000,27000
isin1712,40500,81000
isin1713,0,0
isin1714,0,81000
isin1715,0,0
isin1716,36000,40500
isin1717,0,0
isin1718,0,0
isin1719,0,0
isin1720,0,0
isin1721,0,0
isin1722,0,0
isin1723,0,0
isin1724,48600,67500
isin1725,0,0
isin1726,0,0
isin1727,0,0
isin1728,0,0
isin1729,0,27000
isin1730,0,27000
isin1731,0,0
isin1732,0,0
isin1733,56700,47250
isin1734,0,0
isin1735,0,0
isin1736,13500,13500
isin1737,27000,47250
isin1738,27000,54000
isin1739,0,0
isin1740,0,0
isin1741,0,0
isin1742,0,0
isin1743,27000,40500
isin1744,31500,99900
isin1745,0,0
isin1746,32400,54000
isin1747,0,135000
isin1748,0,0
isin1749,54000,81000
isin1750,0,0
isin1751,36000,81000
isin1752,0,0
isin1753,108000,81000
isin1754,0,0
isin1755,0,0
isin1756,52411.76471,81000
isin1757,0,0
isin1758,0,27000
isin1759,27000,27000
isin1760,2083628.571,4448250
isin1761,82125,469500
isin1762,1689000,2693250
isin1763,60000,10575000
isin1764,1614937.5,6546000
isin1765,2771052.632,1642781.25
isin1766,697500,742500
isin1767,333324.7423,1350000
isin1768,141589.2857,990951.9231
isin1769,2062674.419,3291136.364
isin1770,2425500,459000
isin1771,1696209.677,2458928.571
isin1772,27000,410400
isin1773,102000,209250
isin1774,817714.2857,836480.7692
isin1775,7141500,6232235.294
isin1776,424956.5217,3019326.923
isin1777,833142.8571,8027437.5
isin1778,1067250,1916517.857
isin1779,4362000,3258562.5
isin1780,178312.5,550945.9459
isin1781,865038.4615,7302600
isin1782,0,0
isin1783,1296000,4784727.273
isin1784,231428.5714,1349653.846
isin1785,246535.7143,1977352.941
isin1786,655125,1076977.612
isin1787,0,2403000
isin1788,185142.8571,8275500
isin1789,3140881.579,5896500
isin1790,758250,6238350
isin1791,3571071.429,9279562.5
isin1792,0,0
isin1793,817363.6364,3357900
isin1794,6903750,12699000
isin1795,13500,13500
isin1796,0,0
isin1797,0,0
isin1798,3765960,6889500
isin1799,54000,13500
isin1800,0,0
isin1801,0,27000
isin1802,0,0
isin1803,0,0
isin1804,81000,18000
isin1805,0,43875
isin1806,27000,20250
isin1807,0,0
isin1808,0,13500
isin1809,0,0
isin1810,13500,13500
isin1811,0,27000
isin1812,0,24000
isin1813,0,27000
isin1814,0,13500
isin1815,0,27000
isin1816,13500,17550
isin1817,0,0
isin1818,0,0
isin1819,0,0
isin1820,0,13500
isin1821,0,0
isin1822,0,17357.14286
isin1823,0,13500
isin1824,0,0
isin1825,0,16500
isin1826,20250,13500
isin1827,27000,13500
isin1828,13500,13500
isin1829,0,0
isin1830,0,0
isin1831,0,13500
isin1832,0,13500
isin1833,0,0
isin1834,0,0
isin1835,0,0
isin1836,0,0
isin1837,13500,13500
isin1838,0,13500
isin1839,0,0
isin1840,0,0
isin1841,0,13500
isin1842,0,0
isin1843,0,0
isin1844,0,29700
isin1845,0,0
isin1846,0,20250
isin1847,0,13500
isin1848,27000,13500
isin1849,13500,13500
isin1850,0,0
isin1851,18900,15187.5
isin1852,0,0
isin1853,0,13500
isin1854,0,0
isin1855,0,0
isin1856,0,0
isin1857,0,0
isin1858,0,0
isin1859,0,0
isin1860,16200,20250
isin1861,0,0
isin1862,0,0
isin1863,13500,13500
isin1864,0,13500
isin1865,0,13500
isin1866,0,0
isin1867,0,0
isin1868,13500,13500
isin1869,0,0
isin1870,0,0
isin1871,0,0
isin1872,0,0
isin1873,0,0
isin1874,0,13500
isin1875,0,0
isin1876,0,0
isin1877,0,0
isin1878,6075000,3469500
isin1879,2384437.5,3024000
isin1880,0,63000
isin1881,0,63818.18182
isin1882,0,75600
isin1883,0,78300
isin1884,2136600,14380200
isin1885,0,0
isin1886,1615500,1012500
isin1887,162000,513000
isin1888,232615.3846,1332000
isin1889,16213500,17401500
isin1890,0,64125
isin1891,3602571.429,4050000
isin1892,0,2781000
isin1893,270000,4060800
isin1894,6034500,4239000
isin1895,0,27000
isin1896,8478000,2835000
isin1897,0,114750
isin1898,424285.7143,2979000
isin1899,432000,4239000
isin1900,3346071.429,6647142.857
isin1901,6239634.146,5731977.273
isin1902,6664500,10266750
isin1903,4288500,7204781.25
isin1904,0,0
isin1905,544153.8462,366000
isin1906,13500,27000
isin1907,270000,175500
isin1908,228063.8298,1491750
isin1909,66261.46789,2161500
isin1910,693508.0645,1238625
isin1911,4522500,22464000
isin1912,579600,3472200
isin1913,167400,81000
isin1914,1439405.66,7042500
isin1915,1962900,6399000
isin1916,303750,243000
isin1917,0,0
isin1918,0,364500
isin1919,965250,429000
isin1920,148500,729000
isin1921,6378750,5688900
isin1922,231954.5455,4112437.5
isin1923,0,0
isin1924,13500,684000
isin1925,0,135000
isin1926,40500,52071.42857
isin1927,441000,266142.8571
isin1928,2133000,40500
isin1929,66375,24187.5
isin1930,1289250,2882250
isin1931,27000,2835000
isin1932,554727.2727,952269.2308
isin1933,3537000,153000
isin1934,0,0
isin1935,265781.25,27000
isin1936,1270038.462,55350
isin1937,432000,1836000
isin1938,2133000,1836000
isin1939,1539000,6831000
isin1940,81000,31644000
isin1941,2410941.176,6328125
isin1942,0,0
isin1943,0,27000
isin1944,0,0
isin1945,100636.3636,108000
isin1946,162000,465000
isin1947,59400,54000
isin1948,0,3793500
isin1949,0,141750
isin1950,321923.0769,735750
isin1951,111375,111857.1429
isin1952,649687.5,48937.5
isin1953,7641000,7641000
isin1954,0,92571.42857
isin1955,0,0
isin1956,0,0
isin1957,3683423.077,4596750
isin1958,2835000,31644000
isin1959,0,99000
isin1960,0,0
isin1961,1114714.286,5366250
isin1962,273857.1429,4008000
isin1963,67500,67500
isin1964,90818.18182,104625
isin1965,135000,864000
isin1966,0,108000
isin1967,94500,94500
isin1968,0,0
isin1969,5611500,6715636.364
isin1970,0,108000
isin1971,0,0
isin1972,339428.5714,7326000
isin1973,1658152.174,1833750
isin1974,0,0
isin1975,0,0
isin1976,7074000,11313000
isin1977,0,0
isin1978,0,0
isin1979,0,0
isin1980,0,0
isin1981,0,0
isin1982,0,0
isin1983,0,0
isin1984,0,0
isin1985,0,0
isin1986,0,0
isin1987,0,0
isin1988,1134000,16105500
isin1989,0,567000
isin1990,9909000,9909000
isin1991,0,0
isin1992,0,0
isin1993,0,31077000
isin1994,0,0
isin1995,0,0
isin1996,0,0
isin1997,0,0
isin1998,0,0
isin1999,0,0
isin2000,0,0
isin2001,0,0
isin2002,0,0
isin2003,0,0
isin2004,0,0
isin2005,0,0
isin2006,0,0
isin2007,0,0
isin2008,0,0
isin2009,0,135000
isin2010,94500,13500
isin2011,0,2835000
isin2012,0,0
isin2013,2835000,2835000
isin2014,1687500,1687500
isin2015,1242000,9774000
isin2016,0,0
isin2017,0,702000
isin2018,0,567000
isin2019,0,5643000
isin2020,10449000,10449000
isin2021,0,0
isin2022,0,0
isin2023,0,0
isin2024,0,1701000
isin2025,459000,459000
isin2026,0,0
isin2027,0,0
isin2028,0,0
isin2029,1458000,850500
isin2030,0,27000
isin2031,4768875,6133500
isin2032,565411.7647,27000
isin2033,210600,115714.2857
isin2034,0,0
isin2035,5609250,2732400
isin2036,1134000,2082000
isin2037,1134000,738000
isin2038,2167815.789,5832000
isin2039,3323892.857,2219400
isin2040,1899000,7519500
isin2041,6303000,8448000
isin2042,11205000,31644000
isin2043,2810076.923,13548600
isin2044,4419473.684,9547615.385
isin2045,5606470.588,7251750
isin2046,9350485.714,16840894.74
isin2047,8104909.091,26604000
isin2048,0,0
isin2049,0,81000
isin2050,0,0
isin2051,0,0
isin2052,0,0
isin2053,0,0
isin2054,0,0
isin2055,0,0
isin2056,0,0
isin2057,0,0
isin2058,0,0
isin2059,9936000,9936000
isin2060,0,0
isin2061,1323000,31077000
isin2062,14148000,2737125
isin2063,7978500,9361285.714
isin2064,0,0
isin2065,2835000,2835000
isin2066,2835000,702000
isin2067,0,0
isin2068,0,0
isin2069,175500,219000
isin2070,1908000,900450
isin2071,0,0
isin2072,0,13500
isin2073,216000,243000
isin2074,1701000,1117800
isin2075,0,0
isin2076,0,0
isin2077,54000,135000
isin2078,0,135000
isin2079,0,108000
isin2080,0,13500
isin2081,0,13500
isin2082,0,0
isin2083,0,0
isin2084,0,64800
isin2085,1350000,1350000
isin2086,0,0
isin2087,0,0
isin2088,0,67500
isin2089,0,0
isin2090,0,0
isin2091,0,0
isin2092,0,0
isin2093,0,0
isin2094,0,0
isin2095,0,0
isin2096,0,0
isin2097,0,0
isin2098,0,0
isin2099,0,0
isin2100,0,0
isin2101,0,0
isin2102,0,0
isin2103,0,169714.2857
isin2104,0,13500
isin2105,0,0
isin2106,0,0
isin2107,0,0
isin2108,0,0
isin2109,0,0
isin2110,0,0
isin2111,0,0
isin2112,0,0
isin2113,0,0
isin2114,0,0
isin2115,0,0
isin2116,0,0
isin2117,13500,13500
isin2118,0,0
isin2119,0,0
isin2120,0,0
isin2121,0,0
isin2122,0,13500
isin2123,0,13500
isin2124,0,0
isin2125,0,0
isin2126,0,0
isin2127,0,13500
isin2128,0,0
isin2129,0,0
isin2130,0,0
isin2131,0,0
isin2132,0,13500
isin2133,0,13500
isin2134,0,0
isin2135,0,27000
isin2136,0,22500
isin2137,0,0
isin2138,0,0
isin2139,0,0
isin2140,0,40500
isin2141,0,0
isin2142,0,13500
isin2143,0,13500
isin2144,0,13500
isin2145,0,13500
isin2146,0,0
isin2147,0,0
isin2148,0,27000
isin2149,0,17181.81818
isin2150,0,0
isin2151,0,0
isin2152,0,0
isin2153,0,36000
isin2154,0,0
isin2155,0,13500
isin2156,0,13500
isin2157,0,0
isin2158,0,13500
isin2159,0,13500
isin2160,0,13500
isin2161,0,13500
isin2162,0,0
isin2163,0,27000
isin2164,0,0
isin2165,0,13500
isin2166,0,13500
isin2167,0,13500
isin2168,0,0
isin2169,0,0
isin2170,0,0
isin2171,0,0
isin2172,0,0
isin2173,84375,192375
isin2174,94500,27000
isin2175,1674000,328909.0909
isin2176,312428.5714,598153.8462
isin2177,268071.4286,297337.5
isin2178,121500,102600
isin2179,0,0
isin2180,0,0
