,Account Number,Commence Date,Address,Scheme,Staus,Gender,Region , Sale of Equipment Status,Age,Equipment Warranty,Salary Slab,Professional Info,Age of Home,Equipment Warranty Expiry Date,Churn Date,Categ,Query_freq,payment_number,Default_number
191,M192,2014-09-30,VALID,PRM,Closed,Female,Northern,RENTED,51.0,,5.0,0.0,7.0,,0,0,4,2,0
192,M193,2014-10-02,VALID,PRM,Open,Female,Eastern,RENTED,43.0,Three Full Years,3.0,18.0,1.0,2016-10-30,0,0,0,0,0
193,M194,2014-10-03,VALID,PRM,Open,Male,Northern,RENTED,79.0,Three Full Years,7.0,14.0,7.0,2016-10-26,0,0,0,0,0
194,M195,2014-11-06,VALID,CHC,Open,Female,Eastern,BOUGHT,49.0,Three Full Years,4.0,0.0,22.0,2016-11-18,0,0,4,2,1
195,M196,2014-11-14,INVALID,PRM,Open,Male,Eastern,RENTED,62.0,Three Full Years,6.0,14.0,22.0,2016-12-09,0,0,0,0,0
196,M197,2014-11-17,VALID,PPL,Open,Female,Western,RENTED,31.0,Three Full Years,5.0,0.0,17.0,2016-11-29,0,0,9,3,0
197,M198,2014-11-22,INVALID,PRM,Open,Male,Eastern,RENTED,27.0,Three Full Years,3.0,0.0,22.0,2016-12-18,0,0,0,0,0
198,M199,2014-12-06,VALID,CHC,Closed,Male,Northern,RENTED,45.0,,4.0,14.0,12.0,,2015-04-25 00:00:00,1,5,0,1
199,M200,2015-01-02,VALID,PRP,Open,Male,Eastern,RENTED,70.0,Three Full Years,1.0,14.0,22.0,2017-01-25,0,0,4,0,0
200,M201,2015-01-18,VALID,PPL,Open,,Eastern,RENTED,,Three Full Years,,,,2017-02-11,0,0,1,0,0
201,M202,2015-01-29,INVALID,PPL,Open,Male,Eastern,RENTED,54.0,Three Full Years,3.0,0.0,12.0,2017-02-07,0,0,0,0,0
202,M203,2015-03-20,,KLA,Open,Female,Eastern,RENTED,30.0,Three Full Years,4.0,0.0,7.0,2017-04-20,0,0,0,0,0
203,M204,2015-03-24,,PPL,Open,Male,Eastern,RENTED,46.0,Three Full Years,3.0,5.0,2.0,2017-03-24,2015-05-22 00:00:00,1,1,0,0
204,M205,2011-10-10,VALID,PWM,Open,Male,Northern,RENTED,69.0,Three Full Years,13.0,14.0,21.0,2015-03-29,0,0,0,3,0
205,M206,2012-03-22,VALID,POP,Open,Female,Eastern,RENTED,45.0,Three Full Years,3.0,0.0,22.0,2015-03-12,0,0,0,3,0
206,M207,2014-09-18,VALID,PMM,Open,Female,Northern,RENTED,77.0,Three Full Years,3.0,14.0,22.0,2016-09-04,0,0,0,3,0
207,M208,2011-10-03,VALID,MXX,Open,,Eastern,RENTED,,Three Full Years,,,,2015-03-29,0,0,10,3,3
208,M209,2013-03-13,VALID,PWR,Open,Male,Northern,RENTED,39.0,Three Full Years,4.0,0.0,17.0,2015-03-09,0,0,0,3,0
209,M210,2012-01-27,VALID,PWM,Open,Male,Eastern,BOUGHT,,Three Full Years,1.0,0.0,17.0,2015-03-15,2015-05-13 00:00:00,1,0,3,0
210,M211,2012-05-08,VALID,PPL,Open,Male,Western,RENTED,52.0,Three Full Years,6.0,0.0,17.0,2015-03-31,0,0,0,3,0
211,M212,2013-12-07,VALID,CHC,Open,Male,Eastern,RENTED,71.0,Three Full Years,5.0,14.0,21.0,2016-03-15,0,0,0,3,0
212,M213,2012-03-03,VALID,PRP,Open,Male,Eastern,RENTED,33.0,Three Full Years,3.0,20.0,7.0,2015-04-05,0,0,2,3,0
213,M214,2012-06-20,VALID,PWR,Open,Male,Southern,RENTED,62.0,Three Full Years,5.0,19.0,12.0,2015-03-18,0,0,0,3,0
214,M215,2013-10-27,VALID,PWR,Open,Female,Eastern,RENTED,50.0,Three Full Years,3.0,0.0,12.0,2016-04-04,0,0,7,4,1
215,M216,2011-12-17,VALID,PWM,Open,Female,Eastern,RENTED,42.0,Three Full Years,3.0,0.0,21.0,2015-03-14,0,0,0,3,0
216,M217,2012-08-01,VALID,PWR,Open,Female,Northern,RENTED,60.0,Three Full Years,6.0,14.0,22.0,2015-04-04,0,0,0,3,0
217,M218,2013-10-06,VALID,PWR,Open,Female,Northern,RENTED,46.0,Three Full Years,4.0,0.0,17.0,2016-03-08,0,0,0,3,0
218,M219,2012-05-31,VALID,PRP,Open,Male,Eastern,RENTED,63.0,Three Full Years,6.0,14.0,17.0,2015-03-08,0,0,2,3,0
219,M220,2012-05-11,VALID,PRM,Open,Male,Eastern,RENTED,50.0,Three Full Years,2.0,0.0,22.0,2015-03-07,0,0,6,3,0
220,M221,2013-07-13,VALID,CHC,Open,Female,Eastern,RENTED,55.0,Three Full Years,3.0,0.0,22.0,2015-07-12,0,0,0,3,0
221,M222,2014-01-31,VALID,PRM,Open,Male,Northern,RENTED,70.0,Three Full Years,3.0,20.0,12.0,2016-03-06,0,0,0,3,0
222,M223,2014-10-14,VALID,CHC,Open,Female,Northern,RENTED,45.0,Three Full Years,4.0,0.0,12.0,2016-10-12,0,0,0,4,0
223,M224,2013-04-07,VALID,PWR,Open,Male,Northern,RENTED,53.0,Three Full Years,5.0,5.0,17.0,2015-03-22,0,0,0,3,0
224,M225,2011-11-08,VALID,PWM,Open,Male,Northern,RENTED,,Three Full Years,3.0,0.0,7.0,2015-03-19,0,0,0,3,0
225,M226,2014-08-10,VALID,PMM,Open,Male,Eastern,BOUGHT,46.0,Three Full Years,4.0,0.0,17.0,2016-07-20,0,0,0,3,0
226,M227,2013-03-24,VALID,PWR,Open,Male,Eastern,RENTED,40.0,Three Full Years,3.0,0.0,17.0,2015-03-19,0,0,0,3,0
227,M228,2013-10-26,VALID,CNN,Open,Female,Eastern,RENTED,59.0,Three Full Years,4.0,5.0,21.0,2016-03-20,0,0,0,3,0
228,M229,2012-10-06,VALID,PWR,Open,Female,Eastern,RENTED,54.0,Three Full Years,5.0,0.0,22.0,2015-03-25,0,0,1,3,0
229,M230,2013-07-05,VALID,KLA,Open,Male,Southern,RENTED,42.0,Three Full Years,1.0,0.0,22.0,2015-06-18,0,0,0,3,0
230,M231,2014-09-04,VALID,ESS,Open,Female,Northern,RENTED,63.0,Three Full Years,3.0,0.0,17.0,2016-08-20,0,0,0,3,0
231,M232,2013-12-03,VALID,PRM,Open,Female,Eastern,RENTED,38.0,Three Full Years,3.0,13.0,17.0,2016-03-27,0,0,0,3,0
232,M233,2013-08-25,VALID,KLA,Open,Female,Northern,RENTED,48.0,Three Full Years,8.0,8.0,22.0,2015-08-21,0,0,0,3,0
233,M234,2012-04-24,VALID,PWM,Open,,Western,RENTED,,Three Full Years,,,,2015-03-25,0,0,0,3,3
234,M235,2011-10-03,VALID,PWR,Open,Male,Eastern,RENTED,77.0,Three Full Years,1.0,0.0,17.0,2015-03-28,0,0,0,3,0
235,M236,2013-11-08,VALID,CHC,Open,Female,Eastern,RENTED,63.0,Three Full Years,3.0,0.0,7.0,2016-03-27,0,0,2,3,0
236,M237,2014-12-11,VALID,PPL,Open,Female,Western,RENTED,69.0,Three Full Years,6.0,14.0,21.0,2016-11-25,0,0,0,3,0
237,M238,2013-06-21,VALID,POP,Open,Female,Northern,RENTED,70.0,Three Full Years,4.0,0.0,22.0,2015-05-28,0,0,1,3,0
238,M239,2014-07-02,VALID,PRM,Open,Female,Eastern,RENTED,59.0,Three Full Years,3.0,9.0,22.0,2015-03-29,0,0,1,3,0
239,M240,2013-04-27,VALID,KLA,Open,Female,Northern,RENTED,64.0,Three Full Years,1.0,0.0,17.0,2015-03-28,0,0,0,3,0
240,M241,2015-02-17,VALID,PRP,Open,Male,Eastern,RENTED,33.0,Three Full Years,6.0,0.0,17.0,2017-01-27,0,0,2,3,0
241,M242,2012-03-30,VALID,PWR,Open,,Northern,RENTED,,Three Full Years,,,,2015-04-01,0,0,0,3,0
242,M243,2013-07-03,VALID,MXX,Open,Female,Eastern,RENTED,69.0,Three Full Years,6.0,14.0,22.0,2015-06-09,0,0,2,3,1
243,M244,2012-03-28,VALID,PRM,Open,Female,Northern,RENTED,49.0,Three Full Years,3.0,0.0,17.0,2013-08-01,0,0,0,2,0
244,M245,2012-01-26,VALID,MXX,Open,,Eastern,BOUGHT,,Three Full Years,,,,2015-04-03,0,0,0,3,1
245,M246,2012-01-13,VALID,PWP,Open,,Eastern,RENTED,,Three Full Years,,,,2015-03-06,0,0,0,3,0
246,M247,2015-03-23,VALID,PPL,Open,Male,Northern,RENTED,61.0,Three Full Years,4.0,5.0,22.0,2017-03-05,0,0,2,3,0
247,M248,2013-04-24,VALID,MXX,Open,Male,Eastern,RENTED,45.0,Three Full Years,3.0,0.0,2.0,2015-04-04,0,0,0,3,0
248,M249,2013-06-23,VALID,PWR,Open,Male,Northern,RENTED,56.0,Three Full Years,5.0,0.0,21.0,2015-06-04,0,0,0,3,0
249,M250,2014-04-16,VALID,CHC,Open,Female,Northern,BOUGHT,55.0,Three Full Years,8.0,5.0,17.0,2016-04-04,0,0,0,3,0
250,M251,2012-10-26,VALID,POP,Open,Male,Southern,RENTED,54.0,Three Full Years,1.0,14.0,17.0,2015-04-03,0,0,0,3,0
251,M252,2012-01-12,VALID,POP,Open,Male,Southern,RENTED,62.0,Three Full Years,5.0,5.0,7.0,2016-03-24,0,0,0,3,0
252,M253,2012-06-19,VALID,PWR,Open,Female,Eastern,RENTED,29.0,Three Full Years,4.0,0.0,7.0,2015-03-07,0,0,2,3,0
253,M254,2012-03-03,VALID,PWP,Open,Female,Eastern,RENTED,53.0,Three Full Years,1.0,0.0,7.0,2015-03-09,0,0,2,3,0
254,M255,2012-06-17,VALID,PWM,Open,Male,Northern,RENTED,45.0,Three Full Years,6.0,0.0,7.0,2015-03-09,0,0,0,3,0
255,M256,2013-04-02,VALID,PWR,Open,Female,Northern,RENTED,57.0,Three Full Years,3.0,0.0,7.0,2015-03-10,0,0,0,3,0
256,M257,2011-11-15,VALID,PRM,Open,Male,Eastern,RENTED,61.0,Three Full Years,4.0,0.0,7.0,2015-03-17,0,0,0,3,0
257,M258,2014-07-19,VALID,PPL,Open,,Northern,RENTED,,Three Full Years,,,,2016-07-07,0,0,0,3,0
258,M259,2013-06-29,VALID,PWR,Open,Male,Eastern,RENTED,36.0,Three Full Years,3.0,0.0,4.0,2015-03-08,0,0,0,3,0
259,M260,2013-12-03,VALID,PRM,Open,Female,Northern,RENTED,62.0,Three Full Years,6.0,9.0,22.0,2016-03-10,0,0,1,3,0
260,M261,2012-11-03,VALID,PWR,Open,Female,Eastern,RENTED,51.0,Three Full Years,6.0,0.0,21.0,2015-03-11,0,0,0,3,0
261,M262,2012-05-01,VALID,POP,Open,Male,Eastern,RENTED,62.0,Three Full Years,2.0,8.0,2.0,2015-03-27,0,0,1,3,0
262,M263,2013-01-04,VALID,PWR,Open,Male,Northern,RENTED,39.0,Three Full Years,5.0,0.0,21.0,2015-03-12,0,0,0,3,0
263,M264,2011-11-29,VALID,KLA,Open,Male,Western,RENTED,61.0,Three Full Years,1.0,5.0,12.0,2015-03-12,0,0,0,3,0
264,M265,2011-10-21,VALID,PWM,Open,Male,Eastern,RENTED,48.0,Three Full Years,4.0,0.0,22.0,2015-03-12,0,0,0,3,0
265,M266,2012-01-24,VALID,PWR,Open,Male,Northern,RENTED,68.0,Three Full Years,5.0,0.0,22.0,2015-03-13,0,0,0,3,0
266,M267,2012-09-15,VALID,KLA,Open,Female,Eastern,RENTED,66.0,Three Full Years,6.0,0.0,22.0,2015-03-17,0,0,0,3,0
267,M268,2014-12-23,VALID,KLA,Open,Male,Northern,RENTED,59.0,Three Full Years,3.0,0.0,17.0,2016-12-18,0,0,0,3,0
268,M269,2013-11-16,VALID,PWR,Open,Female,Eastern,RENTED,64.0,Three Full Years,5.0,14.0,17.0,2016-03-16,0,0,0,3,0
269,M270,2012-05-19,VALID,PWP,Open,Male,Northern,RENTED,57.0,Three Full Years,3.0,0.0,7.0,2015-03-24,0,0,0,3,0
270,M271,2013-12-04,VALID,PWR,Open,Male,Eastern,RENTED,55.0,Three Full Years,7.0,6.0,17.0,2016-03-17,0,0,0,3,0
271,M272,2012-06-21,VALID,PWR,Open,Female,Northern,RENTED,33.0,Three Full Years,3.0,0.0,22.0,2015-03-17,0,0,2,3,0
272,M273,2013-11-26,VALID,CNN,Open,Female,Eastern,RENTED,66.0,Three Full Years,3.0,0.0,17.0,2016-03-18,0,0,0,3,0
273,M274,2014-12-31,VALID,PPL,Open,Male,Western,RENTED,38.0,Three Full Years,13.0,5.0,12.0,2016-12-17,0,0,1,3,0
274,M275,2014-04-04,VALID,PPL,Open,Male,Eastern,BOUGHT,61.0,Three Full Years,6.0,0.0,12.0,2015-04-04,0,0,0,3,0
275,M276,2012-05-22,VALID,PWR,Open,Female,Western,RENTED,67.0,Three Full Years,6.0,0.0,21.0,2015-03-23,0,0,0,3,0
276,M277,2011-10-13,VALID,POP,Open,Female,Eastern,RENTED,44.0,Three Full Years,6.0,20.0,17.0,2015-03-23,0,0,0,3,0
277,M278,2013-06-19,VALID,PPL,Open,Male,Northern,RENTED,64.0,Three Full Years,8.0,14.0,22.0,2015-06-06,0,0,0,3,0
278,M279,2014-04-03,VALID,PPL,Open,,Northern,RENTED,,Three Full Years,,,,2016-07-19,0,0,11,3,2
279,M280,2013-08-15,VALID,PRR,Open,Female,Eastern,RENTED,73.0,Three Full Years,7.0,20.0,22.0,2015-07-17,0,0,0,3,0
280,M281,2013-08-14,VALID,PWR,Open,Female,Eastern,RENTED,28.0,Three Full Years,3.0,0.0,12.0,2015-07-24,0,0,0,3,0
281,M282,2013-05-07,VALID,PWM,Open,Male,Eastern,RENTED,45.0,Three Full Years,5.0,0.0,12.0,2015-05-04,0,0,0,3,0
282,M283,2013-09-14,VALID,PWR,Open,Male,Eastern,BOUGHT,42.0,Three Full Years,6.0,6.0,21.0,2015-08-31,0,0,0,3,0
283,M284,2013-06-14,VALID,PWM,Open,Male,Northern,RENTED,47.0,Three Full Years,3.0,0.0,7.0,2015-05-23,0,0,0,3,0
284,M285,2013-10-22,VALID,PWR,Open,Male,Eastern,RENTED,69.0,Three Full Years,7.0,14.0,22.0,2016-04-03,0,0,0,3,0
285,M286,2014-03-11,VALID,CHC,Open,Female,Eastern,RENTED,64.0,Three Full Years,4.0,14.0,22.0,2016-03-31,0,0,1,3,0
286,M287,2013-10-18,VALID,POP,Open,Female,Eastern,RENTED,70.0,Three Full Years,4.0,5.0,17.0,2016-04-05,0,0,1,3,0
287,M288,2013-02-02,VALID,PWR,Open,Male,Eastern,RENTED,48.0,Three Full Years,4.0,0.0,22.0,2015-04-01,0,0,0,3,1
288,M289,2013-06-21,VALID,PWR,Open,Female,Eastern,RENTED,38.0,Three Full Years,4.0,9.0,22.0,2015-05-31,0,0,0,3,0
289,M290,2012-07-26,VALID,PWM,Open,Female,Eastern,RENTED,49.0,Three Full Years,3.0,0.0,12.0,2015-04-01,0,0,0,3,0
290,M291,2013-10-24,VALID,CNN,Open,Female,Eastern,RENTED,60.0,Three Full Years,3.0,20.0,22.0,2016-03-06,0,0,1,3,0
291,M292,2011-11-30,INVALID,PWP,Open,Male,Northern,RENTED,,Three Full Years,3.0,0.0,7.0,2015-03-10,0,0,0,3,0
292,M293,2013-11-21,VALID,PWR,Open,Male,Western,RENTED,50.0,Three Full Years,1.0,14.0,22.0,2016-04-02,0,0,0,3,0
293,M294,2012-10-23,VALID,PWR,Open,Female,Northern,RENTED,,Three Full Years,6.0,0.0,7.0,2016-04-02,0,0,0,3,0
294,M295,2015-02-11,VALID,PPL,Open,Male,Northern,RENTED,56.0,Three Full Years,3.0,20.0,22.0,2017-02-06,0,0,4,3,0
295,M296,2012-11-04,VALID,PWR,Open,,Northern,RENTED,,Three Full Years,,,,2015-03-08,0,0,0,3,0
296,M297,2014-08-19,VALID,PRM,Open,Male,Northern,RENTED,64.0,Three Full Years,6.0,0.0,22.0,2016-08-02,0,0,0,3,0
297,M298,2012-08-09,VALID,PWM,Open,,Northern,RENTED,,Three Full Years,,,,2015-03-08,0,0,0,3,0
298,M299,2013-08-09,VALID,PRR,Open,Female,Eastern,RENTED,27.0,Three Full Years,3.0,0.0,7.0,2016-03-21,0,0,0,3,1
299,M300,2012-08-28,VALID,KLA,Open,Female,Northern,RENTED,35.0,Three Full Years,5.0,0.0,7.0,2015-04-04,0,0,0,3,0
300,M301,2013-04-14,VALID,PWR,Open,Female,Northern,RENTED,63.0,Three Full Years,3.0,9.0,17.0,2015-04-07,0,0,0,3,0
301,M302,2013-11-15,VALID,PPL,Open,Female,Eastern,RENTED,69.0,Three Full Years,6.0,0.0,22.0,2016-03-11,0,0,7,4,1
302,M303,2013-10-17,VALID,PWR,Open,Male,Eastern,RENTED,45.0,Three Full Years,6.0,0.0,22.0,2016-03-07,0,0,0,3,0
303,M304,2011-10-17,VALID,POP,Open,Female,Eastern,RENTED,50.0,Three Full Years,4.0,0.0,22.0,2015-03-09,0,0,0,3,0
304,M305,2012-01-25,VALID,PWR,Open,Male,Eastern,RENTED,53.0,Three Full Years,6.0,0.0,7.0,2015-03-10,0,0,0,3,0
305,M306,2013-12-22,VALID,PRR,Open,Female,Eastern,RENTED,47.0,Three Full Years,3.0,0.0,17.0,2016-03-14,0,0,0,3,0
306,M307,2013-10-18,VALID,PWR,Open,Female,Eastern,RENTED,67.0,Three Full Years,4.0,14.0,17.0,2016-03-16,0,0,1,3,0
307,M308,2012-11-07,VALID,PRM,Open,Male,Northern,RENTED,42.0,Three Full Years,5.0,0.0,7.0,2015-03-09,0,0,0,3,0
308,M309,2011-11-03,VALID,PWM,Open,Male,Western,RENTED,40.0,Three Full Years,4.0,6.0,7.0,2015-03-23,0,0,0,3,0
309,M310,2011-11-23,VALID,PPL,Open,Male,Western,RENTED,46.0,Three Full Years,8.0,5.0,17.0,2015-03-17,0,0,1,3,0
310,M311,2012-09-28,VALID,PRR,Open,Male,Eastern,RENTED,52.0,Three Full Years,6.0,0.0,12.0,2015-03-27,0,0,0,3,0
311,M312,2015-03-17,VALID,PPL,Open,Female,Western,BOUGHT,51.0,Three Full Years,2.0,0.0,7.0,2017-02-21,0,0,0,3,0
312,M313,2014-03-21,VALID,PRM,Open,,Northern,RENTED,,Three Full Years,,,,2016-03-15,0,0,2,3,0
313,M314,2015-03-19,VALID,PPL,Open,Female,Northern,RENTED,30.0,Three Full Years,4.0,0.0,7.0,2017-03-16,0,0,0,3,1
314,M315,2014-03-31,VALID,PRM,Open,Male,Eastern,RENTED,44.0,Three Full Years,3.0,9.0,21.0,2016-03-17,0,0,0,3,0
315,M316,2013-10-27,VALID,CNN,Open,Male,Eastern,BOUGHT,49.0,Three Full Years,6.0,10.0,17.0,2016-03-22,0,0,0,3,0
316,M317,2013-11-08,VALID,PWR,Open,Male,Eastern,RENTED,36.0,Three Full Years,4.0,0.0,7.0,2016-03-15,0,0,1,3,0
317,M318,2012-08-14,VALID,PWR,Open,Female,Eastern,RENTED,40.0,Three Full Years,9.0,0.0,21.0,2015-03-15,0,0,0,3,0
318,M319,2013-11-05,INVALID,PWR,Open,Male,Eastern,RENTED,60.0,Three Full Years,5.0,0.0,17.0,2016-03-15,0,0,0,3,0
319,M320,2011-10-03,VALID,POP,Open,Male,Eastern,RENTED,55.0,Three Full Years,4.0,0.0,7.0,2015-04-03,0,0,0,3,0
320,M321,2012-01-14,VALID,PWR,Open,Male,Eastern,RENTED,62.0,Three Full Years,5.0,5.0,22.0,2015-04-03,0,0,0,3,0
321,M322,2011-12-31,VALID,PWP,Open,Female,Northern,RENTED,46.0,Three Full Years,6.0,5.0,22.0,2015-03-24,0,0,0,3,0
322,M323,2012-06-09,VALID,CNN,Open,Male,Western,RENTED,53.0,Three Full Years,5.0,0.0,12.0,2015-03-17,0,0,6,3,1
323,M324,2013-07-05,VALID,PWR,Open,Female,Eastern,RENTED,49.0,Three Full Years,5.0,10.0,22.0,2015-06-17,0,0,0,3,0
324,M325,2012-06-23,VALID,PWR,Open,Male,Western,BOUGHT,,Three Full Years,6.0,0.0,7.0,2015-04-04,0,0,2,3,0
325,M326,2012-07-20,VALID,PWR,Open,Female,Northern,RENTED,42.0,Three Full Years,3.0,0.0,12.0,2015-03-21,0,0,0,3,0
326,M327,2014-04-27,INVALID,PRM,Open,Male,Eastern,RENTED,56.0,Three Full Years,5.0,0.0,21.0,2016-04-22,0,0,0,3,0
327,M328,2014-03-26,INVALID,CHC,Open,Male,Northern,RENTED,77.0,Three Full Years,6.0,10.0,22.0,2016-03-18,0,0,0,3,0
328,M329,2012-06-10,VALID,PWR,Open,Male,Northern,RENTED,68.0,Three Full Years,6.0,5.0,17.0,2015-03-17,0,0,0,3,0
329,M330,2014-09-24,VALID,PMM,Open,Male,Eastern,BOUGHT,54.0,Three Full Years,8.0,5.0,22.0,2016-08-25,0,0,0,0,0
330,M331,2013-02-21,VALID,PRP,Open,Male,Eastern,RENTED,31.0,Three Full Years,6.0,0.0,17.0,2015-03-18,0,0,3,3,0
331,M332,2012-02-06,VALID,CHC,Open,Male,Northern,RENTED,63.0,Three Full Years,4.0,0.0,22.0,2015-03-22,0,0,0,3,0
332,M333,2012-11-16,VALID,PWR,Open,Female,Eastern,RENTED,54.0,Three Full Years,4.0,13.0,7.0,2015-03-21,0,0,1,3,0
333,M334,2013-03-12,VALID,CNN,Open,Female,Western,RENTED,67.0,Three Full Years,4.0,9.0,21.0,2015-03-21,0,0,0,4,0
334,M335,2014-04-20,VALID,CHC,Open,Female,Eastern,RENTED,65.0,Three Full Years,4.0,0.0,17.0,2016-03-23,0,0,1,3,0
335,M336,2013-09-04,VALID,PWR,Open,Male,Northern,RENTED,47.0,Three Full Years,3.0,0.0,12.0,2015-04-05,0,0,0,3,0
336,M337,2012-07-22,VALID,PRP,Open,Male,Northern,RENTED,50.0,Three Full Years,4.0,5.0,7.0,2016-03-23,2015-04-25 00:00:00,1,1,2,0
337,M338,2012-05-11,VALID,PWP,Open,Male,Eastern,RENTED,66.0,Three Full Years,1.0,0.0,7.0,2015-03-28,2015-04-26 00:00:00,1,0,3,0
338,M339,2013-01-08,VALID,PRR,Open,Male,Northern,RENTED,25.0,Three Full Years,3.0,0.0,7.0,2015-03-27,0,0,1,3,0
339,M340,2015-03-04,VALID,PRP,Open,Female,Western,RENTED,36.0,Three Full Years,7.0,7.0,22.0,2017-03-02,0,0,0,3,0
340,M341,2014-09-12,VALID,PMM,Open,Female,Northern,BOUGHT,72.0,Three Full Years,4.0,5.0,7.0,2016-08-28,0,0,0,3,0
341,M342,2012-09-13,VALID,PWR,Open,Male,Eastern,RENTED,65.0,Three Full Years,4.0,13.0,12.0,2015-03-28,0,0,5,3,0
342,M343,2011-10-25,VALID,PWM,Open,Female,Eastern,RENTED,62.0,Three Full Years,8.0,0.0,22.0,2015-03-29,0,0,0,3,0
343,M344,2012-03-15,VALID,PWM,Open,Female,Northern,BOUGHT,43.0,Three Full Years,6.0,5.0,7.0,2015-03-07,0,0,5,3,0
344,M345,2014-01-01,VALID,PRM,Open,Male,Eastern,RENTED,26.0,Three Full Years,3.0,8.0,17.0,2016-03-29,0,0,0,3,0
345,M346,2012-07-13,VALID,PRR,Open,Male,Northern,RENTED,69.0,Three Full Years,6.0,10.0,22.0,2015-03-28,0,0,0,3,0
346,M347,2013-11-12,VALID,CNN,Open,Female,Eastern,RENTED,56.0,Three Full Years,6.0,10.0,22.0,2016-03-30,0,0,2,3,0
347,M348,2013-10-26,VALID,CNN,Open,Male,Eastern,BOUGHT,73.0,Three Full Years,6.0,14.0,17.0,2016-03-31,0,0,0,3,0
348,M349,2013-11-26,VALID,KLA,Open,Female,Eastern,RENTED,51.0,Three Full Years,4.0,9.0,7.0,2016-03-18,0,0,0,3,0
349,M350,2013-01-02,VALID,PRM,Open,Male,Eastern,RENTED,58.0,Three Full Years,6.0,5.0,22.0,2015-03-30,0,0,0,3,0
350,M351,2014-04-08,VALID,KLA,Open,Female,Western,RENTED,50.0,Three Full Years,1.0,0.0,7.0,2016-03-09,0,0,0,3,0
351,M352,2013-02-09,VALID,PWR,Open,Female,Northern,RENTED,50.0,Three Full Years,2.0,0.0,12.0,2015-04-04,0,0,0,3,0
352,M353,2013-08-23,VALID,POP,Open,Female,Eastern,BOUGHT,58.0,Three Full Years,6.0,5.0,22.0,2015-08-07,0,0,0,3,0
353,M354,2014-06-13,VALID,PMM,Open,Female,Eastern,BOUGHT,57.0,Three Full Years,7.0,2.0,17.0,2016-06-08,0,0,0,0,0
354,M355,2012-11-14,VALID,PWR,Open,Male,Eastern,RENTED,44.0,Three Full Years,5.0,0.0,21.0,2015-03-14,0,0,0,3,0
355,M356,2011-12-16,VALID,PWR,Open,Female,Eastern,RENTED,,Three Full Years,3.0,10.0,21.0,2015-03-13,0,0,0,3,0
356,M357,2013-11-09,VALID,CNN,Open,Male,Eastern,RENTED,55.0,Three Full Years,6.0,0.0,22.0,2016-04-04,0,0,0,4,2
357,M358,2013-12-21,VALID,CHC,Open,Female,Eastern,RENTED,67.0,Three Full Years,3.0,0.0,22.0,2016-03-09,0,0,0,3,0
358,M359,2013-12-25,VALID,PMM,Open,Female,Eastern,BOUGHT,80.0,Three Full Years,4.0,0.0,12.0,2015-12-07,0,0,0,3,0
359,M360,2013-10-30,VALID,PWR,Open,Male,Eastern,RENTED,38.0,Three Full Years,5.0,0.0,12.0,2016-03-14,0,0,1,3,0
360,M361,2012-12-18,INVALID,PWR,Open,Female,Northern,RENTED,42.0,Three Full Years,5.0,0.0,7.0,2015-03-11,0,0,0,3,0
361,M362,2013-11-13,VALID,PWR,Open,,Eastern,RENTED,,Three Full Years,,,,2016-03-09,0,0,0,3,0
362,M363,2012-07-28,VALID,PWR,Open,Female,Eastern,RENTED,50.0,Three Full Years,9.0,6.0,17.0,2015-03-22,0,0,0,3,0
363,M364,2011-10-14,VALID,POP,Open,Male,Eastern,RENTED,48.0,Three Full Years,2.0,12.0,17.0,2015-03-09,0,0,3,3,1
364,M365,2013-11-07,VALID,CNN,Open,Male,Eastern,RENTED,56.0,Three Full Years,6.0,14.0,22.0,2016-04-03,0,0,1,3,0
365,M366,2013-09-24,VALID,CNN,Open,Male,Eastern,RENTED,61.0,Three Full Years,5.0,0.0,12.0,2015-09-14,0,0,0,3,0
366,M367,2013-05-09,VALID,POP,Open,Male,Western,RENTED,73.0,Three Full Years,5.0,14.0,22.0,2015-04-15,0,0,2,3,0
367,M368,2012-09-08,VALID,PWR,Open,Female,Northern,RENTED,61.0,Three Full Years,3.0,14.0,21.0,2015-03-19,0,0,1,3,1
368,M369,2014-03-22,VALID,PRM,Open,,Northern,RENTED,,Three Full Years,,,,2016-03-15,0,0,0,3,0
369,M370,2013-11-12,INVALID,PWR,Open,Female,Eastern,RENTED,62.0,Three Full Years,4.0,0.0,22.0,2016-03-15,0,0,0,3,0
370,M371,2013-08-13,VALID,KLA,Open,Female,Northern,RENTED,35.0,Three Full Years,4.0,0.0,12.0,2015-07-20,0,0,0,3,0
371,M372,2013-10-26,VALID,PWR,Open,Male,Eastern,RENTED,72.0,Three Full Years,5.0,0.0,21.0,2016-03-20,0,0,1,3,1
372,M373,2011-10-28,VALID,PRP,Open,Male,Northern,RENTED,40.0,Three Full Years,3.0,0.0,21.0,2015-04-05,0,0,1,3,1
373,M374,2013-10-19,VALID,PRR,Open,Male,Eastern,BOUGHT,42.0,Three Full Years,2.0,0.0,22.0,2016-04-01,0,0,10,4,0
374,M375,2012-03-10,VALID,PWM,Open,Male,Eastern,RENTED,65.0,Three Full Years,4.0,0.0,12.0,2015-03-19,0,0,0,3,0
375,M376,2013-11-01,VALID,PWR,Open,Female,Eastern,RENTED,69.0,Three Full Years,8.0,0.0,17.0,2016-03-14,0,0,0,3,0
