,Account Number,Address,Scheme,Staus,Gender,Region,Sale.of.Equipment.Status,Age,Equipment.Warranty,Salary.Slab,Professional.Info,Age.of.Home,Categ,Query_freq,Realization_monnos,Default_number,Commence_year,Commence_month,Commence_day,Warrenty_year,Warrenty_month,Warrenty_day,Cardtype,schemecost,defaultsum,Hours,Posthours,daraGB,Default,query_days,usage_number,CommenceDays,Warrentydays
140,M141,VALID,KLA,Open,Male,Southern,RENTED,63.0,Three Full Years,12,14,17,0,0,None,0,2012,4,20,2015,3,23,None,3331,882,6632,1,3807,1,0,3,1075,7
141,M142,VALID,PWM,Open,Male,Eastern,RENTED,42.0,Three Full Years,4,0,21,1,1,None,2,2012,4,24,2015,3,7,None,3331,435,696,1,3562,1,29,3,1071,23
142,M143,VALID,POP,Open,Female,Eastern,RENTED,36.0,Three Full Years,5,0,12,0,0,None,0,2012,6,8,2015,3,29,None,3331,882,6897,1,1456,1,0,3,1027,1
143,M144,VALID,PPL,Open,Female,Eastern,RENTED,48.306,Three Full Years,4,0,12,0,1,None,0,2012,6,19,2015,3,31,None,3331,882,4110,349,3727,1,10,3,1016,-1
144,M145,VALID,POP,Open,Female,Northern,RENTED,47.39666667,Three Full Years,3,0,7,0,0,None,0,2012,9,6,2015,3,21,None,3331,882,6385,1,2530,1,0,3,939,9
145,M146,VALID,POP,Open,Male,Western,RENTED,72.0,Three Full Years,6,20,17,0,0,None,0,2012,9,13,2015,3,22,None,3331,882,2864,1,6482,1,0,3,932,8
146,M147,VALID,CNN,Open,Female,Western,BOUGHT,48.0,Three Full Years,8,0,4,0,0,3,0,2012,9,26,2015,3,26, Card I TYPE,3083,882,1293,1,5641,0,0,3,919,4
147,M148,VALID,PWR,Open,Male,Northern,RENTED,28.0,Three Full Years,4,0,7,0,0,2,0,2012,11,7,2015,3,22,Paper based/Post,3272,882,1108,1,3688,0,0,3,878,8
148,M149,VALID,PWR,Open,Male,Eastern,RENTED,51.0,Three Full Years,7,5,17,0,0,None,0,2012,11,23,2015,3,30,None,3331,882,5332,1,217,1,0,3,862,0
149,M150,VALID,KLA,Open,Male,Northern,BOUGHT,51.0,Three Full Years,6,13,12,0,0,None,0,2012,12,8,2015,4,2,None,3331,882,5823,863,5027,1,0,3,847,-2
150,M151,VALID,CNN,Open,Male,Eastern,BOUGHT,58.43083333,Three Full Years,3,0,7,0,0,None,0,2013,1,12,2015,3,9,None,3331,882,3124,1,797,1,0,3,808,21
151,M152,VALID,CNN,Open,Male,Northern,RENTED,41.0,Three Full Years,1,0,17,0,0,None,0,2013,2,15,2015,3,15,None,3331,882,5354,1,4863,1,0,3,775,15
152,M153,VALID,CNN,Open,Male,Northern,RENTED,49.18083333,Three Full Years,4,0,1,0,0,None,0,2013,2,19,2015,3,22,None,3331,882,5849,1,6195,1,0,3,771,8
153,M154,VALID,CNN,Open,Male,Eastern,RENTED,45.0,Three Full Years,3,0,7,1,0,None,0,2013,2,19,2015,4,1,None,3331,882,7150,1,3961,1,0,3,771,-1
154,M155,VALID,KLA,Closed,Male,Northern,BOUGHT,31.0,Three Full Years,6,0,17,1,0,None,1,2013,4,4,2015,4,4,None,3331,173,5624,1,2584,1,0,3,726,-4
155,M156,VALID,PRP,Open,Male,Northern,RENTED,44.9075,Three Full Years,3,0,7,0,3,None,1,2013,3,20,2015,3,26,None,3331,346,6530,1,583,1,78,3,740,4
156,M157,VALID,KLA,Open,Male,Eastern,RENTED,44.375,Three Full Years,3,0,7,0,0,None,1,2013,4,26,2015,5,4,None,3331,138,3233,1,6051,1,0,3,704,-34
157,M158,VALID,POP,Open,Male,Eastern,RENTED,48.51388889,Three Full Years,4,0,4,0,0,None,0,2013,5,16,2015,5,17,None,3331,882,1639,1,1514,1,0,3,684,-47
158,M159,VALID,PWR,Open,Female,Eastern,RENTED,59.0,Three Full Years,6,14,12,0,3,None,0,2013,6,2,2015,6,14,None,3331,882,771,1,6619,1,86,3,668,-74
159,M160,VALID,PWR,Open,Female,Eastern,RENTED,48.21333333,Three Full Years,4,0,12,0,0,3,0,2013,6,28,2015,7,26,Other,3161,882,1255,1,16,0,0,3,642,-116
160,M161,VALID,POP,Open,Female,Western,RENTED,44.0,Three Full Years,3,0,4,0,0,None,0,2013,7,3,2015,7,31,None,3331,882,6197,1,3557,1,0,3,637,-121
161,M162,INVALID,CNN,Open,Female,Northern,RENTED,45.0,Three Full Years,3,0,22,0,0,3,0,2013,8,28,2015,9,28, Card II TYPE,1968,882,4771,1,168,0,0,3,582,-178
162,M163,VALID,POP,Open,Male,Northern,RENTED,36.0,Three Full Years,4,20,12,0,0,None,0,2013,9,16,2015,9,19,None,3331,882,7852,1,2700,1,0,3,564,-169
163,M164,VALID,PWR,Open,Male,Western,RENTED,67.0,Three Full Years,6,14,4,1,0,None,0,2013,9,30,2015,10,27,None,3331,882,3430,1,237,1,0,3,550,-207
164,M165,VALID,POP,Open,Male,Northern,RENTED,24.0,Three Full Years,3,0,4,0,1,None,1,2013,9,29,2015,10,2,None,3331,169,5732,1,1910,1,9,3,551,-182
165,M166,VALID,PRM,Open,Male,Eastern,RENTED,43.8375,Three Full Years,3,0,2,0,2,None,2,2013,11,10,2015,11,25,None,3331,144,3002,78,1697,1,37,3,510,-235
166,M167,VALID,PPL,Open,Female,Western,BOUGHT,49.0,Three Full Years,5,5,17,0,2,None,0,2013,11,20,2015,12,16,None,3331,882,3458,1,1349,1,65,3,500,-256
167,M168,VALID,CNN,Open,Female,Northern,RENTED,64.0,Three Full Years,3,0,22,0,2,None,0,2013,11,30,2015,12,2,None,3331,882,4012,446,1463,1,23,3,490,-242
168,M169,VALID,KLA,Open,Female,Northern,RENTED,68.0,Three Full Years,4,14,7,0,0,None,0,2013,12,5,2015,12,15,None,3331,882,2527,1,3999,1,0,3,485,-255
169,M170,VALID,CHC,Open,Male,Northern,RENTED,46.0,Three Full Years,5,0,12,0,15,None,2,2014,1,1,2016,1,25,None,3331,197,8834,1,3785,1,65,3,454,-300
170,M171,VALID,PPL,Open,Female,Northern,RENTED,51.0,Three Full Years,7,9,17,0,0,None,0,2014,1,11,2016,1,17,None,3331,882,8095,599,3033,1,0,3,444,-292
171,M172,VALID,ESS,Open,Male,Eastern,RENTED,36.0,Three Full Years,3,0,17,0,0,None,0,2014,1,15,2016,1,29,None,3331,882,5623,1,4363,1,0,3,440,-304
172,M173,VALID,PRP,Open,Male,Northern,RENTED,49.0,Three Full Years,4,0,2,0,0,None,0,2014,1,17,2016,2,7,None,3331,882,1524,1,6122,1,0,3,438,-312
173,M174,VALID,PRM,Open,Male,Northern,RENTED,45.40928571,Three Full Years,2,0,12,0,0,None,0,2014,3,16,2016,4,10,None,3331,882,4663,787,1923,1,0,3,379,-375
174,M175,VALID,KLA,Open,Male,Northern,RENTED,71.0,Three Full Years,6,0,7,0,0,None,0,2014,4,12,2016,5,4,None,3331,882,7231,1,2103,1,0,3,353,-399
175,M176,INVALID,PRM,Open,Male,Northern,RENTED,68.0,Three Full Years,5,0,17,0,1,3,0,2014,4,12,2016,5,4,Paper based/Post,2650,882,7031,1114,4340,0,63,3,353,-399
176,M177,VALID,PRM,Open,Male,Northern,RENTED,21.0,Three Full Years,3,0,2,0,1,None,2,2014,4,23,2016,5,23,None,3331,101,3569,775,2170,1,9,3,342,-418
177,M178,VALID,PPL,Open,Male,Western,RENTED,59.0,Three Full Years,10,6,22,0,0,None,0,2014,5,24,2016,6,11,None,3331,882,1970,1,3784,1,0,3,311,-436
178,M179,VALID,KLA,Open,Male,Northern,RENTED,59.0,Three Full Years,1,0,7,0,0,None,0,2014,5,30,2016,6,10,None,3331,882,6597,1,5651,1,0,3,305,-435
179,M180,VALID,PRM,Open,Male,Northern,RENTED,44.38833333,Three Full Years,4,0,7,0,0,None,1,2014,6,15,2016,7,1,None,3331,180,6645,1,3114,1,0,3,290,-456
180,M181,VALID,CHC,Open,Male,Western,RENTED,46.0,Three Full Years,4,0,4,0,0,None,0,2014,6,20,2016,7,21,None,3331,882,1720,1,5637,1,0,3,285,-476
181,M182,VALID,PPL,Open,Female,Western,RENTED,44.0,Three Full Years,8,6,21,0,0,None,0,2014,6,21,2016,7,9,None,3331,882,4895,998,3922,1,0,3,284,-464
182,M183,VALID,PPL,Open,Female,Eastern,RENTED,69.0,Three Full Years,7,0,21,0,0,None,0,2014,6,24,2016,7,1,None,3331,882,7028,1,3231,1,0,3,281,-456
183,M184,VALID,PRM,Open,Female,Northern,RENTED,70.0,Three Full Years,6,14,21,0,1,None,0,2014,8,1,2016,8,3,None,3331,882,2993,608,1972,1,86,3,244,-488
184,M185,VALID,CHC,Open,Male,Eastern,RENTED,54.0,Three Full Years,4,9,17,0,0,None,0,2014,8,8,2016,8,21,None,3331,882,5658,1,134,1,0,3,237,-506
185,M186,VALID,PRM,Open,Female,Eastern,BOUGHT,39.0,Three Full Years,3,0,21,0,0,None,0,2014,8,9,2016,8,31,None,3331,882,7545,1,2882,1,0,3,236,-516
186,M187,VALID,PRM,Open,Female,Eastern,RENTED,44.39247619,Three Full Years,3,0,4,0,2,None,0,2014,8,22,2016,9,12,None,3331,882,1588,1,2623,1,50,3,223,-527
187,M188,VALID,MXX,Open,Male,Northern,RENTED,51.0,Three Full Years,4,10,4,0,0,None,0,2014,9,5,2016,9,26,None,3331,882,2984,1,1897,1,0,3,210,-541
188,M189,VALID,PPL,Open,Male,Northern,RENTED,47.56777778,Three Full Years,4,0,12,0,0,None,0,2014,9,11,2016,10,2,None,3331,882,738,1,1327,1,0,3,204,-547
189,M190,VALID,PPL,Open,Male,Eastern,RENTED,47.22285714,Three Full Years,3,0,1,0,0,None,0,2014,9,17,2016,10,11,None,3331,882,8003,1,1268,1,0,3,198,-556
190,M191,VALID,PPL,Open,Male,Eastern,RENTED,43.25,Three Full Years,3,0,7,0,2,2,1,2014,9,26,2016,10,7,Paper based/Post,526,59,688,365,4250,0,41,3,189,-552
191,M192,VALID,PRM,Closed,Female,Northern,RENTED,51.0,Three Full Years,5,0,7,0,4,2,0,2014,9,30,2016,9,30,Paper based/Post,2888,882,8426,1,1332,0,28,1,185,-545
192,M193,VALID,PRM,Open,Female,Eastern,RENTED,43.0,Three Full Years,3,18,1,0,0,None,0,2014,10,2,2016,10,30,None,3331,882,6580,1,1999,1,0,3,183,-575
193,M194,VALID,PRM,Open,Male,Northern,RENTED,79.0,Three Full Years,7,14,7,0,0,None,0,2014,10,3,2016,10,26,None,3331,882,4245,470,2669,1,0,3,182,-571
194,M195,VALID,CHC,Open,Female,Eastern,BOUGHT,49.0,Three Full Years,4,0,22,0,4,1,1,2014,11,6,2016,11,18, Card II TYPE,1617,156,736,337,1431,0,57,3,149,-593
195,M196,INVALID,PRM,Open,Male,Eastern,RENTED,62.0,Three Full Years,6,14,22,0,0,None,0,2014,11,14,2016,12,9,None,3331,882,7018,1,1544,1,0,3,141,-614
196,M197,VALID,PPL,Open,Female,Western,RENTED,31.0,Three Full Years,5,0,17,0,9,3,0,2014,11,17,2016,11,29, Card II TYPE,360,882,563,293,3072,0,60,3,138,-604
197,M198,INVALID,PRM,Open,Male,Eastern,RENTED,27.0,Three Full Years,3,0,22,0,0,None,0,2014,11,22,2016,12,18,None,3331,882,6084,1,6360,1,0,3,133,-623
198,M199,VALID,CHC,Closed,Male,Northern,RENTED,45.0,Three Full Years,4,14,12,1,5,None,1,2014,12,6,2016,12,6,None,3331,597,1421,945,2273,1,81,3,119,-611
199,M200,VALID,PRP,Open,Male,Eastern,RENTED,70.0,Three Full Years,1,14,22,0,4,None,0,2015,1,2,2017,1,25,None,3331,882,7885,374,3704,1,50,3,88,-665
200,M201,VALID,PPL,Open,Male,Eastern,RENTED,42.24333333,Three Full Years,4,0,4,0,1,None,0,2015,1,18,2017,2,11,None,3331,882,1163,798,6663,1,81,3,72,-681
201,M202,INVALID,PPL,Open,Male,Eastern,RENTED,54.0,Three Full Years,3,0,12,0,0,None,0,2015,1,29,2017,2,7,None,3331,882,720,1,835,1,0,3,61,-677
202,M203,VALID,KLA,Open,Female,Eastern,RENTED,30.0,Three Full Years,4,0,7,0,0,None,0,2015,3,20,2017,4,20,None,3331,882,4049,1,18,1,0,1,10,-750
203,M204,VALID,PPL,Open,Male,Eastern,RENTED,46.0,Three Full Years,3,5,2,1,1,None,0,2015,3,24,2017,3,24,None,3331,882,1168,1,1331,1,8,1,6,-724
204,M205,VALID,PWM,Open,Male,Northern,RENTED,69.0,Three Full Years,13,14,21,0,0,3,0,2011,10,10,2015,3,29, Card II TYPE,665,882,4554,1,1395,0,0,3,1270,1
205,M206,VALID,POP,Open,Female,Eastern,RENTED,45.0,Three Full Years,3,0,22,0,0,3,0,2012,3,22,2015,3,12, Card II TYPE,110,882,4968,1,3468,0,0,3,1103,18
206,M207,VALID,PMM,Open,Female,Northern,RENTED,77.0,Three Full Years,3,14,22,0,0,3,0,2014,9,18,2016,9,4, Card I TYPE,1653,882,7373,1,3076,0,0,3,197,-519
207,M208,VALID,MXX,Open,Male,Eastern,RENTED,47.235,Three Full Years,4,0,17,0,10,2,3,2011,10,3,2015,3,29, Card II TYPE,740,112,7004,273,5064,0,37,3,1277,1
208,M209,VALID,PWR,Open,Male,Northern,RENTED,39.0,Three Full Years,4,0,17,0,0,3,0,2013,3,13,2015,3,9, Card II TYPE,1930,882,7908,788,3930,0,0,3,747,21
209,M210,VALID,PWM,Open,Male,Eastern,BOUGHT,52.12090909,Three Full Years,1,0,17,1,0,3,0,2012,1,27,2015,3,15,Paper based/Post,1267,882,7070,1,3354,0,0,3,1158,15
210,M211,VALID,PPL,Open,Male,Western,RENTED,52.0,Three Full Years,6,0,17,0,0,2,0,2012,5,8,2015,3,31, Card II TYPE,1950,882,3944,788,5187,0,0,3,1057,-1
211,M212,VALID,CHC,Open,Male,Eastern,RENTED,71.0,Three Full Years,5,14,21,0,0,3,0,2013,12,7,2016,3,15, Card II TYPE,1905,882,1030,1,6469,0,0,3,483,-350
212,M213,VALID,PRP,Open,Male,Eastern,RENTED,33.0,Three Full Years,3,20,7,0,2,2,0,2012,3,3,2015,4,5, Card II TYPE,807,882,338,321,4041,0,57,2,1122,-5
213,M214,VALID,PWR,Open,Male,Southern,RENTED,62.0,Three Full Years,5,19,12,0,0,3,0,2012,6,20,2015,3,18, Card II TYPE,1915,882,1705,1,2743,0,0,3,1015,12
214,M215,VALID,PWR,Open,Female,Eastern,RENTED,50.0,Three Full Years,3,0,12,0,7,3,1,2013,10,27,2016,4,4, Card II TYPE,1039,124,2163,1,4283,0,48,3,523,-369
215,M216,VALID,PWM,Open,Female,Eastern,RENTED,42.0,Three Full Years,3,0,21,0,0,3,0,2011,12,17,2015,3,14, Card I TYPE,768,882,6894,1,4436,0,0,3,1203,16
216,M217,VALID,PWR,Open,Female,Northern,RENTED,60.0,Three Full Years,6,14,22,0,0,3,0,2012,8,1,2015,4,4, Card II TYPE,2354,882,6346,1,1340,0,0,3,974,-4
217,M218,VALID,PWR,Open,Female,Northern,RENTED,46.0,Three Full Years,4,0,17,0,0,3,0,2013,10,6,2016,3,8, Card II TYPE,2239,882,7600,1,1726,0,0,3,544,-343
218,M219,VALID,PRP,Open,Male,Eastern,RENTED,63.0,Three Full Years,6,14,17,0,2,3,0,2012,5,31,2015,3,8, Card II TYPE,3213,882,6820,137,6532,0,11,3,1034,22
219,M220,VALID,PRM,Open,Male,Eastern,RENTED,50.0,Three Full Years,2,0,22,0,6,3,0,2012,5,11,2015,3,7, Card II TYPE,2363,882,4849,60,5089,0,56,3,1054,23
220,M221,VALID,CHC,Open,Female,Eastern,RENTED,55.0,Three Full Years,3,0,22,0,0,3,0,2013,7,13,2015,7,12, Card II TYPE,2000,882,4013,1,6557,0,0,3,627,-102
221,M222,VALID,PRM,Open,Male,Northern,RENTED,70.0,Three Full Years,3,20,12,0,0,3,0,2014,1,31,2016,3,6, Card I TYPE,2081,882,3393,430,2551,0,0,3,424,-341
222,M223,VALID,CHC,Open,Female,Northern,RENTED,45.0,Three Full Years,4,0,12,0,0,3,0,2014,10,14,2016,10,12,Paper based/Post,1857,882,3596,1,4582,0,0,3,171,-557
223,M224,VALID,PWR,Open,Male,Northern,RENTED,53.0,Three Full Years,5,5,17,0,0,3,0,2013,4,7,2015,3,22, Card II TYPE,2550,882,5627,443,4320,0,0,3,723,8
224,M225,VALID,PWM,Open,Male,Northern,RENTED,51.556,Three Full Years,3,0,7,0,0,3,0,2011,11,8,2015,3,19,Paper based/Post,646,882,4344,1,5080,0,0,3,1242,11
225,M226,VALID,PMM,Open,Male,Eastern,BOUGHT,46.0,Three Full Years,4,0,17,0,0,3,0,2014,8,10,2016,7,20, Card II TYPE,1375,882,4747,1,5831,0,0,3,235,-475
226,M227,VALID,PWR,Open,Male,Eastern,RENTED,40.0,Three Full Years,3,0,17,0,0,3,0,2013,3,24,2015,3,19, Card II TYPE,2432,882,7782,1,362,0,0,3,736,11
227,M228,VALID,CNN,Open,Female,Eastern,RENTED,59.0,Three Full Years,4,5,21,0,0,3,0,2013,10,26,2016,3,20, Card II TYPE,2222,882,1559,1,464,0,0,3,524,-355
228,M229,VALID,PWR,Open,Female,Eastern,RENTED,54.0,Three Full Years,5,0,22,0,1,3,0,2012,10,6,2015,3,25, Card II TYPE,1941,882,2354,1,2139,0,20,3,909,5
229,M230,VALID,KLA,Open,Male,Southern,RENTED,42.0,Three Full Years,1,0,22,0,0,3,0,2013,7,5,2015,6,18, Card II TYPE,591,882,3827,515,5237,0,0,3,635,-78
230,M231,VALID,ESS,Open,Female,Northern,RENTED,63.0,Three Full Years,3,0,17,0,0,3,0,2014,9,4,2016,8,20, Card II TYPE,1445,882,2669,1,81,0,0,3,211,-505
231,M232,VALID,PRM,Open,Female,Eastern,RENTED,38.0,Three Full Years,3,13,17,0,0,3,0,2013,12,3,2016,3,27, Card I TYPE,2363,882,4979,878,4086,0,0,3,487,-362
232,M233,VALID,KLA,Open,Female,Northern,RENTED,48.0,Three Full Years,8,8,22,0,0,3,0,2013,8,25,2015,8,21, Card I TYPE,235,882,3600,398,5968,0,0,3,585,-141
233,M234,VALID,PWM,Open,Male,Western,RENTED,48.95,Three Full Years,6,0,17,0,0,3,3,2012,4,24,2015,3,25, Card II TYPE,699,40,6093,1,1273,0,0,3,1071,5
234,M235,VALID,PWR,Open,Male,Eastern,RENTED,77.0,Three Full Years,1,0,17,0,0,3,0,2011,10,3,2015,3,28, Card II TYPE,1940,882,8392,1,4131,0,0,1,1277,2
235,M236,VALID,CHC,Open,Female,Eastern,RENTED,63.0,Three Full Years,3,0,7,0,2,3,0,2013,11,8,2016,3,27,Paper based/Post,560,882,2904,1,5819,0,52,3,512,-362
236,M237,VALID,PPL,Open,Female,Western,RENTED,69.0,Three Full Years,6,14,21,0,0,3,0,2014,12,11,2016,11,25, Card II TYPE,1714,882,6184,1,3698,0,0,3,114,-600
237,M238,VALID,POP,Open,Female,Northern,RENTED,70.0,Three Full Years,4,0,22,0,1,3,0,2013,6,21,2015,5,28, Card II TYPE,2878,882,1528,1,3495,0,68,3,649,-58
238,M239,VALID,PRM,Open,Female,Eastern,RENTED,59.0,Three Full Years,3,9,22,0,1,3,0,2014,7,2,2015,3,29, Card II TYPE,2217,882,1723,1,4112,0,42,3,273,1
239,M240,VALID,KLA,Open,Female,Northern,RENTED,64.0,Three Full Years,1,0,17,0,0,3,0,2013,4,27,2015,3,28, Card II TYPE,240,882,3421,902,6042,0,0,3,703,2
240,M241,VALID,PRP,Open,Male,Eastern,RENTED,33.0,Three Full Years,6,0,17,0,2,3,0,2015,2,17,2017,1,27, Card II TYPE,2099,882,8825,993,3715,0,48,2,43,-667
241,M242,VALID,PWR,Open,Male,Northern,RENTED,63.73833333,Three Full Years,4,0,22,0,0,2,0,2012,3,30,2015,4,1, Card II TYPE,2099,882,360,1,1787,0,0,3,1095,-1
242,M243,VALID,MXX,Open,Female,Eastern,RENTED,69.0,Three Full Years,6,14,22,0,2,3,1,2013,7,3,2015,6,9, Card II TYPE,837,77,4500,1,5554,0,76,3,637,-69
243,M244,VALID,PRM,Open,Female,Northern,RENTED,49.0,Three Full Years,3,0,17,0,0,2,0,2012,3,28,2013,8,1, Card II TYPE,2179,882,2623,1,1257,0,0,3,1097,609
244,M245,VALID,MXX,Open,Male,Eastern,BOUGHT,46.63166667,Three Full Years,4,0,7,0,0,3,1,2012,1,26,2015,4,3, Card II TYPE,175,815,5331,1,2940,0,0,3,1159,-3
245,M246,VALID,PWP,Open,Male,Eastern,RENTED,55.89191228,Three Full Years,6,0,22,0,0,3,0,2012,1,13,2015,3,6, Card I TYPE,2527,882,6081,1,198,0,0,3,1172,24
246,M247,VALID,PPL,Open,Male,Northern,RENTED,61.0,Three Full Years,4,5,22,0,2,3,0,2015,3,23,2017,3,5, Card II TYPE,2216,882,7589,1,6188,0,11,1,7,-705
247,M248,VALID,MXX,Open,Male,Eastern,RENTED,45.0,Three Full Years,3,0,2,0,0,3,0,2013,4,24,2015,4,4, Card II TYPE,953,882,6564,787,3991,0,0,3,706,-4
248,M249,VALID,PWR,Open,Male,Northern,RENTED,56.0,Three Full Years,5,0,21,0,0,3,0,2013,6,23,2015,6,4, Card II TYPE,2731,882,3889,1,2942,0,0,3,647,-64
249,M250,VALID,CHC,Open,Female,Northern,BOUGHT,55.0,Three Full Years,8,5,17,0,0,3,0,2014,4,16,2016,4,4, Card II TYPE,1493,882,2689,587,1570,0,0,3,349,-369
250,M251,VALID,POP,Open,Male,Southern,RENTED,54.0,Three Full Years,1,14,17,0,0,3,0,2012,10,26,2015,4,3, Card II TYPE,112,882,2581,1,5709,0,0,3,889,-3
251,M252,VALID,POP,Open,Male,Southern,RENTED,62.0,Three Full Years,5,5,7,0,0,3,0,2012,1,12,2016,3,24, Card I TYPE,3202,882,4905,1,3661,0,0,3,1173,-359
252,M253,VALID,PWR,Open,Female,Eastern,RENTED,29.0,Three Full Years,4,0,7,0,2,3,0,2012,6,19,2015,3,7, Card II TYPE,1895,882,5568,1105,3722,0,84,3,1016,23
253,M254,VALID,PWP,Open,Female,Eastern,RENTED,53.0,Three Full Years,1,0,7,0,2,2,0,2012,3,3,2015,3,9,Paper based/Post,2536,882,1759,1,5057,0,33,3,1122,21
254,M255,VALID,PWM,Open,Male,Northern,RENTED,45.0,Three Full Years,6,0,7,0,0,3,0,2012,6,17,2015,3,9, Card I TYPE,907,882,5240,1,4650,0,0,3,1018,21
255,M256,VALID,PWR,Open,Female,Northern,RENTED,57.0,Three Full Years,3,0,7,0,0,3,0,2013,4,2,2015,3,10, Card II TYPE,2059,882,2370,1,535,0,0,3,728,20
256,M257,VALID,PRM,Open,Male,Eastern,RENTED,61.0,Three Full Years,4,0,7,0,0,3,0,2011,11,15,2015,3,17, Card II TYPE,2356,882,3611,218,5848,0,0,3,1235,13
257,M258,VALID,PPL,Open,Male,Northern,RENTED,43.98333333,Three Full Years,3,0,2,0,0,3,0,2014,7,19,2016,7,7, Card I TYPE,1964,882,7720,126,5083,0,0,3,256,-462
258,M259,VALID,PWR,Open,Male,Eastern,RENTED,36.0,Three Full Years,3,0,4,0,0,3,0,2013,6,29,2015,3,8, Card II TYPE,2099,882,7053,873,5136,0,0,3,641,22
259,M260,VALID,PRM,Open,Female,Northern,RENTED,62.0,Three Full Years,6,9,22,0,1,3,0,2013,12,3,2016,3,10, Card I TYPE,2120,882,2082,1,332,0,45,3,487,-345
260,M261,VALID,PWR,Open,Female,Eastern,RENTED,51.0,Three Full Years,6,0,21,0,0,3,0,2012,11,3,2015,3,11, Card II TYPE,2482,882,819,1,1169,0,0,3,882,19
261,M262,VALID,POP,Open,Male,Eastern,RENTED,62.0,Three Full Years,2,8,2,0,1,3,0,2012,5,1,2015,3,27, Card II TYPE,274,882,4143,1,1651,0,70,3,1064,3
262,M263,VALID,PWR,Open,Male,Northern,RENTED,39.0,Three Full Years,5,0,21,0,0,3,0,2013,1,4,2015,3,12, Card I TYPE,2480,882,6814,1,3743,0,0,3,816,18
263,M264,VALID,KLA,Open,Male,Western,RENTED,61.0,Three Full Years,1,5,12,0,0,3,0,2011,11,29,2015,3,12, Card II TYPE,2152,882,4093,1,5527,0,0,3,1221,18
264,M265,VALID,PWM,Open,Male,Eastern,RENTED,48.0,Three Full Years,4,0,22,0,0,2,0,2011,10,21,2015,3,12,Paper based/Post,1020,882,7885,1,3965,0,0,3,1259,18
265,M266,VALID,PWR,Open,Male,Northern,RENTED,68.0,Three Full Years,5,0,22,0,0,3,0,2012,1,24,2015,3,13, Card II TYPE,2264,882,6142,1,469,0,0,3,1161,17
266,M267,VALID,KLA,Open,Female,Eastern,RENTED,66.0,Three Full Years,6,0,22,0,0,3,0,2012,9,15,2015,3,17,Paper based/Post,595,882,6512,647,1295,0,0,3,930,13
267,M268,VALID,KLA,Open,Male,Northern,RENTED,59.0,Three Full Years,3,0,17,0,0,3,0,2014,12,23,2016,12,18, Card II TYPE,785,882,6100,1,4379,0,0,3,102,-623
268,M269,VALID,PWR,Open,Female,Eastern,RENTED,64.0,Three Full Years,5,14,17,0,0,3,0,2013,11,16,2016,3,16, Card II TYPE,2411,882,3017,1,888,0,0,3,504,-351
269,M270,VALID,PWP,Open,Male,Northern,RENTED,57.0,Three Full Years,3,0,7,0,0,3,0,2012,5,19,2015,3,24, Card II TYPE,2030,882,7924,274,3748,0,0,3,1046,6
270,M271,VALID,PWR,Open,Male,Eastern,RENTED,55.0,Three Full Years,7,6,17,0,0,3,0,2013,12,4,2016,3,17, Card I TYPE,1905,882,276,1,4877,0,0,3,486,-352
271,M272,VALID,PWR,Open,Female,Northern,RENTED,33.0,Three Full Years,3,0,22,0,2,3,0,2012,6,21,2015,3,17, Card II TYPE,2640,882,4593,1,6055,0,61,3,1014,13
272,M273,VALID,CNN,Open,Female,Eastern,RENTED,66.0,Three Full Years,3,0,17,0,0,3,0,2013,11,26,2016,3,18, Card II TYPE,1895,882,7546,1,5954,0,0,3,494,-353
273,M274,VALID,PPL,Open,Male,Western,RENTED,38.0,Three Full Years,13,5,12,0,1,3,0,2014,12,31,2016,12,17, Card II TYPE,1685,882,2422,310,4015,0,28,3,94,-622
274,M275,VALID,PPL,Open,Male,Eastern,BOUGHT,61.0,Three Full Years,6,0,12,0,0,3,0,2014,4,4,2015,4,4, Card II TYPE,1491,882,4429,1,749,0,0,3,361,-4
275,M276,VALID,PWR,Open,Female,Western,RENTED,67.0,Three Full Years,6,0,21,0,0,3,0,2012,5,22,2015,3,23, Card II TYPE,2487,882,7748,1,810,0,0,3,1043,7
276,M277,VALID,POP,Open,Female,Eastern,RENTED,44.0,Three Full Years,6,20,17,0,0,3,0,2011,10,13,2015,3,23, Card II TYPE,277,882,6272,1,2719,0,0,3,1267,7
277,M278,VALID,PPL,Open,Male,Northern,RENTED,64.0,Three Full Years,8,14,22,0,0,3,0,2013,6,19,2015,6,6, Card II TYPE,2546,882,1432,1,1,0,0,3,651,-66
278,M279,VALID,PPL,Open,Male,Northern,RENTED,51.49266667,Three Full Years,6,0,22,0,11,2,2,2014,4,3,2016,7,19, Card II TYPE,1942,249,3105,462,1913,0,56,3,362,-474
279,M280,VALID,PRR,Open,Female,Eastern,RENTED,73.0,Three Full Years,7,20,22,0,0,3,0,2013,8,15,2015,7,17, Card I TYPE,1402,882,8906,1115,6722,0,0,none,595,-107
280,M281,VALID,PWR,Open,Female,Eastern,RENTED,28.0,Three Full Years,3,0,12,0,0,3,0,2013,8,14,2015,7,24, Card II TYPE,2628,882,2335,1,1679,0,0,3,596,-114
281,M282,VALID,PWM,Open,Male,Eastern,RENTED,45.0,Three Full Years,5,0,12,0,0,3,0,2013,5,7,2015,5,4, Card II TYPE,957,882,2480,308,5571,0,0,3,693,-34
