,Account Number,Commence Date,Address,Scheme,Staus,Gender,Region , Sale of Equipment Status,Age,Equipment Warranty,Salary Slab,Professional Info,Age of Home,Equipment Warranty Expiry Date,Query_freq,Realization_monnos,Default_number,Commence_year,Commence_month,Commence_day,Warrenty_year,Warrenty_month,Warrenty_day,Cardtype,schemecost,Closetdefaultdate,defaultsum,Hours,Posthours,daraGB,YYYYMM,Default,query_days,usage_number,LevelPaymentSettlement,LevelTech,Account,PaymentSettlement,Browsing,OperationalCapabilities,GeneralInformation,NoBrowse,Payment,FullPayment,Redirected,Nosupport/ThirdParty,SlowBrowse,Utilities,ExplanationofCharges,Change,MultipleItems/EntireBill,UpdatePaymentInformation,GeneralInquiry,Retention
76,V77,2014-04-21,VALID,PMM,Open,Female,Eastern,RENTED,43.0,Full Year,4.0,0.0,17.0,2015-07-18,0,None,0,2014.0,4.0,21.0,2015.0,7.0,18.0,None,None,None,None,2180.1199999999999,0.0,150.45000000000002,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,V78,2012-10-11,INVALID,CNN,Open,Female,Eastern,RENTED,35.0,Three Full Years,3.0,0.0,7.0,2015-07-23,0,None,0,2012.0,10.0,11.0,2015.0,7.0,23.0,None,None,None,None,2023.02,563.0,223.60000000000002,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,V79,2012-11-20,VALID,PRP,Open,Male,Western,RENTED,58.0,Three Full Years,4.0,14.0,21.0,2015-07-17,4,None,1,2012.0,11.0,20.0,2015.0,7.0,17.0,None,None,2015-06-29 00:00:00,1483.1999999999998,2192.1799999999998,0.0,309.0,604518.0,1,-67,3,2,2,1,3,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0
79,V80,2013-01-23,VALID,POP,Open,Female,Northern,RENTED,59.0,Three Full Years,1.0,0.0,21.0,2015-07-16,1,None,0,2013.0,1.0,23.0,2015.0,7.0,16.0,None,None,None,None,1988.3300000000002,0.0,448.60000000000002,604518.0,1,-34,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,V81,2013-01-25,VALID,PWR,Open,Female,Eastern,RENTED,62.0,Three Full Years,4.0,9.0,7.0,2015-08-04,0,None,0,2013.0,1.0,25.0,2015.0,8.0,4.0,None,None,None,None,2080.8999999999996,57.0,348.59999999999997,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,V82,2013-02-27,VALID,PWR,Open,Male,Western,BOUGHT,,Three Full Years,3.0,0.0,7.0,2015-07-08,0,3,0,2013.0,2.0,27.0,2015.0,7.0,8.0, Card II TYPE,660.87,None,None,2206.4200000000001,0.0,26.499999999999996,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,V83,2013-04-24,VALID,CNN,Open,Male,Eastern,RENTED,65.0,Three Full Years,7.0,0.0,22.0,2015-07-22,1,None,0,2013.0,4.0,24.0,2015.0,7.0,22.0,None,None,None,None,1781.8199999999999,159.0,192.89999999999998,604518.0,1,-93,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,V84,2013-04-24,VALID,PWM,Open,Female,Eastern,RENTED,41.0,Three Full Years,5.0,0.0,22.0,2015-07-28,0,None,0,2013.0,4.0,24.0,2015.0,7.0,28.0,None,None,None,None,2093.1800000000003,0.0,432.10000000000002,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,V85,2013-08-06,VALID,POP,Open,Female,Eastern,RENTED,44.0,Three Full Years,3.0,0.0,7.0,2015-08-26,0,None,0,2013.0,8.0,6.0,2015.0,8.0,26.0,None,None,None,None,1874.9200000000001,0.0,183.69999999999999,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,V86,2013-09-04,VALID,PWM,Open,Male,Western,RENTED,37.0,Three Full Years,4.0,0.0,17.0,2015-09-14,0,None,0,2013.0,9.0,4.0,2015.0,9.0,14.0,None,None,None,None,1858.78,0.0,53.599999999999994,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,V87,2013-09-16,VALID,POP,Open,Male,Northern,RENTED,36.0,Three Full Years,4.0,20.0,17.0,2015-09-19,0,None,0,2013.0,9.0,16.0,2015.0,9.0,19.0,None,None,None,None,2187.9500000000003,0.0,192.0,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,V88,2013-10-03,VALID,CNN,Open,,Eastern,RENTED,,Three Full Years,,,,2015-10-12,0,None,0,2013.0,10.0,3.0,2015.0,10.0,12.0,None,None,None,None,1654.0599999999999,0.0,0.84999999999999998,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,V89,2013-11-26,VALID,PWR,Open,Male,Northern,RENTED,50.0,Three Full Years,6.0,9.0,21.0,2016-05-20,0,None,0,2013.0,11.0,26.0,2016.0,5.0,20.0,None,None,None,None,1573.1500000000001,0.0,0.15000000000000002,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,V90,2014-01-23,VALID,CHC,Open,Male,Northern,RENTED,78.0,Three Full Years,3.0,14.0,21.0,2016-01-30,0,None,0,2014.0,1.0,23.0,2016.0,1.0,30.0,None,None,None,None,1716.3499999999999,187.0,106.90000000000001,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,V91,2014-01-31,VALID,PPL,Open,Male,Eastern,RENTED,16.0,Three Full Years,5.0,0.0,2.0,2016-02-17,1,None,0,2014.0,1.0,31.0,2016.0,2.0,17.0,None,None,None,None,2020.23,719.0,384.89999999999998,604518.0,1,-116,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
91,V92,2014-02-09,VALID,PRR,Open,Female,Northern,RENTED,59.0,Three Full Years,8.0,5.0,17.0,2016-02-20,0,3,0,2014.0,2.0,9.0,2016.0,2.0,20.0,Paper based/Post,2124.15,None,None,2166.9899999999998,17.0,383.0,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,V93,2014-02-05,VALID,ESS,Open,Male,Eastern,RENTED,61.0,Three Full Years,7.0,14.0,22.0,2016-03-02,2,2,0,2014.0,2.0,5.0,2016.0,3.0,2.0, Card II TYPE,397.635,None,None,1958.6800000000001,0.0,63.400000000000006,604518.0,0,-47,3,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
93,V94,2014-02-19,VALID,PPL,Open,,Northern,RENTED,,Three Full Years,,,,2016-03-20,2,None,0,2014.0,2.0,19.0,2016.0,3.0,20.0,None,None,None,None,1797.9200000000001,0.0,114.5,604518.0,1,-87,3,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
94,V95,2014-03-21,INVALID,PPL,Closed,Female,Eastern,RENTED,68.0,,6.0,0.0,22.0,,1,None,2,2014.0,3.0,21.0,,,,None,None,2015-06-30 00:00:00,4436.6,1177.71,0.0,0.0,604518.0,1,-69,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
95,V96,2014-03-20,VALID,CHC,Open,Male,Eastern,RENTED,56.0,Three Full Years,1.0,5.0,22.0,2016-04-02,0,None,0,2014.0,3.0,20.0,2016.0,4.0,2.0,None,None,None,None,1792.5100000000002,0.0,79.650000000000006,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,V97,2014-04-16,VALID,PMM,Open,,Northern,RENTED,,Three Full Years,,,,2016-04-19,2,None,0,2014.0,4.0,16.0,2016.0,4.0,19.0,None,None,None,None,2139.9099999999999,1091.0,613.04999999999995,604518.0,1,-83,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
97,V98,2014-04-30,INVALID,KLA,Open,,Eastern,RENTED,,Three Full Years,,,,2016-05-23,1,None,0,2014.0,4.0,30.0,2016.0,5.0,23.0,None,None,None,None,2112.04,981.0,1754.55,604518.0,1,-66,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
98,V99,2014-05-10,VALID,PMM,Open,,Western,RENTED,,Three Full Years,,,,2016-05-27,0,None,0,2014.0,5.0,10.0,2016.0,5.0,27.0,None,None,None,None,1974.6200000000001,0.0,663.20000000000005,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,V100,2014-05-20,VALID,PMM,Open,Female,Eastern,RENTED,38.0,Three Full Years,2.0,0.0,22.0,2016-06-03,0,None,0,2014.0,5.0,20.0,2016.0,6.0,3.0,None,None,None,None,2109.3199999999997,0.0,200.19999999999999,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,V101,2014-07-19,VALID,PRP,Open,Male,Northern,RENTED,55.0,Three Full Years,4.0,0.0,21.0,2016-08-07,1,None,0,2014.0,7.0,19.0,2016.0,8.0,7.0,None,None,None,None,2137.5799999999999,64.0,185.5,604518.0,1,-48,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,V102,2014-07-17,VALID,CHC,Open,Male,Western,RENTED,70.0,Three Full Years,5.0,14.0,21.0,2016-07-23,0,None,0,2014.0,7.0,17.0,2016.0,7.0,23.0,None,None,None,None,1924.5799999999999,38.0,89.400000000000006,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,V103,2014-08-28,VALID,PRR,Open,Male,Northern,RENTED,37.0,Three Full Years,4.0,0.0,21.0,2016-09-13,0,None,0,2014.0,8.0,28.0,2016.0,9.0,13.0,None,None,None,None,2065.02,117.0,254.65000000000001,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,V104,2014-10-19,VALID,PMM,Open,Female,Eastern,RENTED,85.0,Three Full Years,3.0,0.0,17.0,2016-11-09,0,None,0,2014.0,10.0,19.0,2016.0,11.0,9.0,None,None,None,None,2036.8700000000003,165.0,386.5,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,V105,2014-11-06,VALID,CHC,Open,Female,Eastern,BOUGHT,50.0,Three Full Years,4.0,0.0,22.0,2016-11-18,4,3,0,2014.0,11.0,6.0,2016.0,11.0,18.0,Paper based/Post,553.245,None,None,1481.6700000000001,634.0,230.69999999999999,604518.0,0,-62,3,2,2,0,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0
105,V106,2014-11-20,VALID,PRR,Open,Male,Western,RENTED,45.0,Three Full Years,4.0,13.0,21.0,2016-12-05,1,None,0,2014.0,11.0,20.0,2016.0,12.0,5.0,None,None,None,None,2192.8500000000004,1186.0,746.14999999999986,604518.0,1,-76,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,V107,2014-12-10,VALID,CHC,Open,Female,Eastern,RENTED,40.0,Three Full Years,5.0,14.0,22.0,2016-12-15,0,None,0,2014.0,12.0,10.0,2016.0,12.0,15.0,None,None,None,None,1852.24,0.0,66.799999999999997,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,V108,2014-12-17,VALID,PRP,Open,Female,Eastern,RENTED,35.0,Three Full Years,4.0,14.0,21.0,2016-12-23,0,None,0,2014.0,12.0,17.0,2016.0,12.0,23.0,None,None,None,None,2011.0099999999998,575.0,406.09999999999997,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,V109,2014-12-31,VALID,PMM,Open,Male,Northern,RENTED,49.0,Three Full Years,5.0,0.0,17.0,2017-01-24,0,None,0,2014.0,12.0,31.0,2017.0,1.0,24.0,None,None,None,None,1635.3699999999999,0.0,3.0000000000000004,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,V110,2015-01-15,VALID,PRP,Open,Male,Northern,RENTED,38.0,Three Full Years,7.0,0.0,22.0,2017-02-06,0,None,0,2015.0,1.0,15.0,2017.0,2.0,6.0,None,None,None,None,1737.2800000000002,0.0,12.449999999999999,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,V111,2015-03-13,VALID,PPL,Open,Male,Eastern,RENTED,57.0,Three Full Years,6.0,0.0,22.0,2017-04-09,0,None,1,2015.0,3.0,13.0,2017.0,4.0,9.0,None,None,2015-06-17 00:00:00,908.7,2191.23,296.0,273.5,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,V112,2015-03-17,VALID,PPL,Open,,Northern,RENTED,,Three Full Years,,,,2017-04-13,0,None,0,2015.0,3.0,17.0,2017.0,4.0,13.0,None,None,None,None,2182.1500000000001,0.0,89.800000000000011,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,V113,2015-05-26,INVALID,CHC,Open,Male,Southern,RENTED,69.0,Three Full Years,4.0,0.0,21.0,2017-06-01,0,None,0,2015.0,5.0,26.0,2017.0,6.0,1.0,None,None,None,None,1621.3700000000001,535.0,241.30000000000001,604518.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,V114,2015-05-27,VALID,PPL,Open,Female,Western,BOUGHT,16.0,Three Full Years,1.0,0.0,2.0,2017-05-29,1,None,0,2015.0,5.0,27.0,2017.0,5.0,29.0,None,None,None,None,1411.71,60.0,1342.55,604518.0,1,-81,3,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
114,V115,2014-12-04,INVALID,PMM,Open,Male,Eastern,BOUGHT,61.0,Three Full Years,6.0,5.0,17.0,2016-12-04,0,3,0,2014.0,12.0,4.0,2016.0,12.0,4.0, Card II TYPE,314.475,None,None,1729.1000000000001,0.0,12.299999999999999,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,V116,2011-12-29,VALID,POP,Open,Male,Eastern,RENTED,44.0,Three Full Years,4.0,0.0,7.0,2016-08-01,0,3,0,2011.0,12.0,29.0,2016.0,8.0,1.0, Card II TYPE,749.385,None,None,2081.9200000000001,0.0,225.19999999999999,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,V117,2012-11-06,VALID,PWR,Open,Male,Eastern,RENTED,30.0,Three Full Years,3.0,0.0,12.0,2015-07-06,2,3,0,2012.0,11.0,6.0,2015.0,7.0,6.0, Card II TYPE,718.5150000000001,None,None,1948.8599999999999,119.0,291.09999999999997,604518.0,0,-81,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
117,V118,2015-01-16,VALID,PRP,Open,Female,Eastern,RENTED,30.0,Three Full Years,5.0,0.0,12.0,2015-07-13,1,3,0,2015.0,1.0,16.0,2015.0,7.0,13.0, Card II TYPE,759.885,None,None,2030.1599999999999,0.0,236.90000000000003,604518.0,0,-57,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
118,V119,2013-11-03,VALID,CNN,Open,Male,Northern,RENTED,44.0,Three Full Years,5.0,6.0,12.0,2016-07-07,0,3,0,2013.0,11.0,3.0,2016.0,7.0,7.0, Card II TYPE,761.775,None,None,1992.8000000000002,247.0,213.0,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,V120,2013-02-17,VALID,PWR,Open,Female,Northern,RENTED,35.0,Three Full Years,6.0,2.0,22.0,2015-07-12,4,2,1,2013.0,2.0,17.0,2015.0,7.0,12.0,Paper based/Post,1442.2800000000002,2015-07-25 00:00:00,586.8000000000001,1612.9000000000001,0.0,14.85,604518.0,0,-86,3,2,1,0,2,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0
120,V121,2012-06-15,VALID,PWR,Open,Female,Northern,RENTED,52.0,Three Full Years,6.0,5.0,22.0,2015-07-27,1,3,1,2012.0,6.0,15.0,2015.0,7.0,27.0, Card II TYPE,2080.26,2015-05-25 00:00:00,517.1,2196.5100000000002,0.0,219.90000000000001,604518.0,0,-55,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
121,V122,2012-10-20,VALID,PWR,Open,Male,Eastern,RENTED,57.0,Three Full Years,6.0,10.0,17.0,2015-08-04,0,3,2,2012.0,10.0,20.0,2015.0,8.0,4.0, Card II TYPE,645.225,2015-06-02 00:00:00,514.5,2174.8299999999999,80.0,337.75,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,V123,2014-05-04,VALID,PMM,Open,Female,Eastern,BOUGHT,55.0,Three Full Years,8.0,14.0,12.0,2015-07-13,0,3,0,2014.0,5.0,4.0,2015.0,7.0,13.0,Paper based/Post,471.975,None,None,1997.4300000000001,0.0,109.2,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,V124,2013-12-21,VALID,PMM,Open,Male,Western,RENTED,30.0,Three Full Years,4.0,0.0,7.0,2016-07-14,0,3,0,2013.0,12.0,21.0,2016.0,7.0,14.0, Card II TYPE,646.17,None,None,2056.8499999999999,0.0,166.84999999999999,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,V125,2013-04-25,VALID,PWR,Open,,Eastern,RENTED,,Three Full Years,,,,2015-07-17,0,3,0,2013.0,4.0,25.0,2015.0,7.0,17.0, Card II TYPE,679.1400000000001,None,None,1816.75,0.0,112.7,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,V126,2015-01-28,VALID,PPL,Closed,Male,Southern,RENTED,56.0,,3.0,0.0,17.0,,7,1,0,2015.0,1.0,28.0,,,, Card I TYPE,541.275,None,None,210.13,0.0,20.5,201505.0,0,-86,1,0,5,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
126,V127,2014-01-31,VALID,PMM,Open,Female,Northern,RENTED,47.0,Three Full Years,4.0,0.0,12.0,2016-07-24,0,3,0,2014.0,1.0,31.0,2016.0,7.0,24.0,Paper based/Post,801.0450000000001,None,None,2150.1199999999999,1304.0,987.5,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,V128,2012-09-08,VALID,PWR,Open,Female,Eastern,RENTED,60.0,Three Full Years,1.0,0.0,2.0,2015-07-26,0,3,0,2012.0,9.0,8.0,2015.0,7.0,26.0, Card II TYPE,864.57,None,None,1893.6700000000001,0.0,158.44999999999999,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,V129,2013-07-25,VALID,PWR,Open,Male,Northern,RENTED,38.0,Three Full Years,3.0,0.0,22.0,2015-07-29,0,3,0,2013.0,7.0,25.0,2015.0,7.0,29.0, Card II TYPE,643.545,None,None,2124.27,4.0,307.89999999999998,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,V130,2011-12-03,VALID,KLA,Open,Male,Western,RENTED,36.0,Three Full Years,5.0,0.0,12.0,2015-07-23,0,3,0,2011.0,12.0,3.0,2015.0,7.0,23.0, Card II TYPE,1192.17,None,None,2032.3200000000002,0.0,63.100000000000001,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,V131,2014-05-09,VALID,PMM,Open,Male,Eastern,BOUGHT,39.0,Three Full Years,4.0,0.0,17.0,2015-07-23,0,3,0,2014.0,5.0,9.0,2015.0,7.0,23.0, Card II TYPE,419.475,None,None,1813.5499999999997,712.0,218.09999999999999,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,V132,2012-07-03,VALID,PWM,Open,Male,Eastern,RENTED,39.0,Three Full Years,3.0,0.0,7.0,2015-07-22,1,3,0,2012.0,7.0,3.0,2015.0,7.0,22.0, Card II TYPE,1170.5400000000002,None,None,1880.23,0.0,70.599999999999994,604518.0,0,-80,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
132,V133,2013-08-14,VALID,KLA,Open,Male,Northern,RENTED,33.0,Three Full Years,4.0,0.0,7.0,2015-07-25,1,3,0,2013.0,8.0,14.0,2015.0,7.0,25.0, Card II TYPE,1062.39,None,None,2195.6399999999999,0.0,681.39999999999998,604518.0,0,-51,3,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
133,V134,2012-06-14,VALID,POP,Open,Female,Western,RENTED,35.0,Three Full Years,5.0,0.0,7.0,2015-07-12,0,3,0,2012.0,6.0,14.0,2015.0,7.0,12.0, Card II TYPE,1086.645,None,None,2068.6100000000001,0.0,328.90000000000003,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,V135,2013-04-26,VALID,KLA,Open,Male,Eastern,RENTED,40.0,Three Full Years,3.0,0.0,17.0,2015-07-11,0,3,0,2013.0,4.0,26.0,2015.0,7.0,11.0, Card II TYPE,1194.9,None,None,2192.73,0.0,548.35000000000002,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,V136,2014-03-28,VALID,PRP,Open,Female,Northern,BOUGHT,,Three Full Years,4.0,0.0,7.0,2016-08-04,0,3,0,2014.0,3.0,28.0,2016.0,8.0,4.0, Card II TYPE,839.895,None,None,2195.77,53.0,285.30000000000001,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,V137,2013-08-06,VALID,PWR,Open,Male,Eastern,RENTED,51.0,Three Full Years,7.0,13.0,22.0,2016-01-28,0,3,0,2013.0,8.0,6.0,2016.0,1.0,28.0, Card II TYPE,638.1899999999999,None,None,2192.3499999999999,674.0,505.14999999999998,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,V138,2014-08-13,VALID,PMM,Open,Male,Northern,RENTED,66.0,Three Full Years,2.0,0.0,17.0,2015-07-15,0,3,0,2014.0,8.0,13.0,2015.0,7.0,15.0,Paper based/Post,333.69,None,None,319.30000000000001,0.0,18.5,403013.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,V139,2013-01-29,VALID,PWR,Open,Male,Eastern,RENTED,56.0,Three Full Years,4.0,0.0,21.0,2015-07-19,0,3,0,2013.0,1.0,29.0,2015.0,7.0,19.0, Card II TYPE,643.23,None,None,1550.2200000000003,0.0,22.300000000000001,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,V140,2014-01-28,VALID,MXX,Open,Male,Northern,RENTED,29.0,Three Full Years,5.0,0.0,12.0,2017-03-16,0,3,0,2014.0,1.0,28.0,2017.0,3.0,16.0, Card II TYPE,1992.9,None,None,2201.0700000000002,282.0,561.25,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,V141,2013-11-07,VALID,CNN,Open,Female,Eastern,RENTED,75.0,Three Full Years,2.0,14.0,22.0,2016-07-18,1,3,0,2013.0,11.0,7.0,2016.0,7.0,18.0, Card II TYPE,638.1899999999999,None,None,1817.2000000000003,0.0,18.649999999999999,604518.0,0,-66,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
141,V142,2015-03-07,VALID,PPL,Open,Female,Northern,RENTED,63.0,Three Full Years,4.0,0.0,12.0,2017-02-17,0,3,0,2015.0,3.0,7.0,2017.0,2.0,17.0, Card II TYPE,563.64,None,None,2200.4200000000001,536.0,339.75,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,V143,2013-12-02,VALID,PMM,Open,Male,Northern,RENTED,37.0,Three Full Years,3.0,0.0,17.0,2016-07-16,2,3,0,2013.0,12.0,2.0,2016.0,7.0,16.0, Card II TYPE,747.3900000000001,None,None,2188.75,286.0,253.84999999999999,604518.0,0,-118,3,0,2,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
143,V144,2013-08-06,VALID,PWR,Open,Male,Northern,RENTED,32.0,Three Full Years,1.0,12.0,12.0,2015-07-17,0,3,0,2013.0,8.0,6.0,2015.0,7.0,17.0, Card II TYPE,713.475,None,None,1796.8099999999999,0.0,234.65000000000001,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,V145,2013-12-04,VALID,PWR,Open,Male,Eastern,RENTED,55.0,Three Full Years,7.0,6.0,17.0,2016-07-17,0,3,0,2013.0,12.0,4.0,2016.0,7.0,17.0, Card I TYPE,638.1899999999999,None,None,2057.21,0.0,100.14999999999999,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,V146,2013-06-20,VALID,POP,Open,Female,Western,RENTED,65.0,Three Full Years,5.0,0.0,21.0,2015-07-17,0,3,0,2013.0,6.0,20.0,2015.0,7.0,17.0, Card II TYPE,959.385,None,None,2112.4200000000001,33.0,466.45000000000005,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,V147,2013-03-07,VALID,PWM,Open,Male,Southern,RENTED,28.0,Three Full Years,6.0,0.0,7.0,2015-07-17,0,3,0,2013.0,3.0,7.0,2015.0,7.0,17.0, Card II TYPE,1482.1799999999998,None,None,1955.1099999999999,0.0,396.64999999999998,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,V148,2014-10-01,VALID,KLA,Open,Male,Eastern,RENTED,65.0,Three Full Years,3.0,0.0,17.0,2016-10-01,0,3,0,2014.0,10.0,1.0,2016.0,10.0,1.0, Card II TYPE,958.4399999999999,None,None,1175.8499999999999,0.0,600.55000000000007,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,V149,2012-06-01,VALID,PWR,Open,Male,Northern,RENTED,75.0,Three Full Years,2.0,14.0,17.0,2015-07-24,0,3,0,2012.0,6.0,1.0,2015.0,7.0,24.0, Card II TYPE,762.51,None,None,1758.6499999999999,0.0,27.600000000000001,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,V150,2013-03-14,VALID,POP,Open,Female,Northern,RENTED,46.0,Three Full Years,5.0,9.0,21.0,2015-07-09,0,3,0,2013.0,3.0,14.0,2015.0,7.0,9.0, Card II TYPE,1145.4450000000002,None,None,2197.0,0.0,312.75,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,V151,2012-06-02,VALID,PRS,Open,Male,Northern,RENTED,38.0,Three Full Years,5.0,10.0,21.0,2015-07-28,0,3,0,2012.0,6.0,2.0,2015.0,7.0,28.0, Card II TYPE,650.055,None,None,1989.6900000000001,0.0,264.94999999999993,604518.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
