"","Address","Scheme","Staus","Gender","Region","Sale.of.Equipment.Status","Age","Equipment.Warranty","Salary.Slab","Professional.Info","Age.of.Home","Categ","Query_freq","Realization_monnos","Default_number","Commence_year","Commence_month","Commence_day","Warrenty_year","Warrenty_month","Warrenty_day","Cardtype","schemecost","defaultsum","Hours","Posthours","daraGB","Default","query_days","usage_number","query_days.1","usage_number.1","LevelPaymentSettlement","LevelTech","Account","PaymentSettlement","Browsing","OperationalCapabilities","GeneralInformation","NoBrowse","Payment","FullPayment","Redirected","Nosupport.ThirdParty","SlowBrowse","Utilities","ExplanationofCharges","Change","MultipleItems.EntireBill","UpdatePaymentInformation","GeneralInquiry","Retention","CommenceDays","Warrentydays"
"6450","VALID","PPL","Open","Female","Northern","RENTED",45.395,"Three Full Years",4,0,1,0,0,"3",0,2014,11,25,2016,11,25," Card II TYPE",2276,882,1270,1,6194,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,-600
"3392","VALID","ESS","Open","Female","Eastern","RENTED",25,"Three Full Years",3,0,2,0,4,"2",0,2013,10,20,2016,3,20," Card II TYPE",1454,882,1063,1,2206,0,44,"1",44,"1",2,2,1,1,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,2,530,-355
"6485","VALID","PRR","Open","Female","Eastern","BOUGHT",37,"Three Full Years",6,0,17,0,1,"3",0,2014,11,26,2016,11,26," Card I TYPE",636,882,6903,657,4425,0,89,"3",89,"3",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,129,-601
"3163","VALID","PWR","Open","Male","Northern","RENTED",25,"Three Full Years",4,0,12,0,0,"3",1,2013,9,10,2015,9,10," Card II TYPE",2539,553,2382,1,2465,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,-160
"1853","VALID","PPL","Open","Male","Northern","RENTED",56,"Three Full Years",3,0,2,0,0,"2",0,2012,12,1,2015,3,31," Card II TYPE",2099,882,2424,1,1064,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854,-1
"7722","VALID","PPL","Open","Male","Northern","RENTED",46,"Three Full Years",5,0,21,0,0,"None",0,2015,4,4,2017,4,4,"None",3331,882,8906,1115,6722,1,0,"none",0,"none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-734
"924","VALID","PWM","Open","Male","Northern","BOUGHT",49.755,"Three Full Years",4,0,12,0,0,"3",0,2012,3,4,2015,4,4," Card II TYPE",978,882,6251,1,4744,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1121,-4
"4607","VALID","MXX","Open","Female","Eastern","RENTED",44.845,"Three Full Years",3,0,1,0,0,"3",0,2014,4,25,2016,4,25," Card II TYPE",1073,882,7289,1,5567,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,-390
"5048","VALID","PRM","Open","Male","Northern","RENTED",58,"Three Full Years",5,0,17,0,0,"3",0,2014,6,25,2016,6,25," Card II TYPE",2400,882,4582,33,4645,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,-450
"5920","VALID","PPL","Open","Female","Northern","RENTED",71,"Three Full Years",6,0,12,0,5,"3",0,2014,9,21,2016,9,21," Card II TYPE",2579,882,4465,488,2149,0,45,"3",45,"3",3,2,0,1,4,4,0,3,0,0,0,0,0,0,1,0,1,0,0,0,194,-536
"3284","VALID","PWR","Open","Male","Eastern","RENTED",47.09916667,"Three Full Years",3,0,4,0,0,"2",0,2013,10,2,2015,10,2," Card I TYPE",2902,882,3619,1,2274,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,-182
"4820","VALID","PRM","Open","Female","Eastern","RENTED",41,"Three Full Years",6,0,2,0,0,"3",0,2014,5,23,2016,5,23," Card II TYPE",2367,882,8075,580,3426,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,-418
"9414","VALID","PWR","Open","Female","Northern","RENTED",43,"Three Full Years",3,0,17,0,0,"3",0,2011,11,28,2015,3,12," Card II TYPE",2354,882,5612,1,997,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1222,18
"4763","VALID","PPL","Open","Female","Western","RENTED",46,"Three Full Years",4,0,17,0,1,"3",0,2014,5,27,2016,6,3," Card II TYPE",1542,882,6667,1,2013,0,60,"3",60,"3",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,308,-428
"8780","VALID","PWR","Open","Male","Northern","BOUGHT",54,"Three Full Years",3,0,17,0,0,"3",0,2012,6,15,2015,3,21," Card I TYPE",1873,882,4885,280,2335,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,9
"9017","INVALID","PPL","Open","Male","Northern","RENTED",24,"Three Full Years",3,0,1,0,4,"3",0,2014,12,17,2016,12,6," Card II TYPE",1846,882,6522,655,2282,0,31,"3",31,"3",2,2,0,0,2,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,108,-611
"6002","VALID","PRM","Open","Male","Eastern","RENTED",34,"Three Full Years",3,20,22,0,2,"3",0,2014,10,9,2016,10,9," Card II TYPE",3225,882,2771,1,2061,0,25,"3",25,"3",2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,176,-554
"4049","INVALID","PRM","Open","Female","Eastern","RENTED",47.925,"Three Full Years",1,0,7,0,0,"3",0,2014,1,29,2016,1,29," Card II TYPE",2947,882,2034,1,2947,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,-304
"1450","VALID","PWR","Open","Female","Northern","RENTED",55,"Three Full Years",9,5,17,0,1,"3",0,2012,8,30,2015,3,30,"Paper based/Post",2780,882,6501,1,310,0,54,"3",54,"3",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,945,0
"9219","VALID","PRR","Open","Female","Eastern","BOUGHT",67,"Three Full Years",4,0,17,0,2,"3",0,2013,10,24,2015,3,10," Card II TYPE",2043,882,7865,528,5383,0,48,"3",48,"3",0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,526,20
"2969","VALID","CNN","Open","Male","Western","RENTED",50.2445,"Three Full Years",5,0,12,0,0,"3",0,2013,8,9,2015,8,9," Card II TYPE",2823,882,1619,1,597,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,-129
"599","VALID","PWR","Open","Female","Eastern","BOUGHT",47,"Three Full Years",4,0,17,0,0,"3",2,2011,11,9,2015,3,9," Card II TYPE",2008,376,8258,1,1522,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241,21
"9338","VALID","POP","Open","Male","Eastern","RENTED",30,"Three Full Years",5,0,12,0,0,"3",0,2012,10,31,2015,3,19," Card II TYPE",116,882,4835,1,2452,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884,11
"7100","VALID","PPL","Open","Female","Northern","RENTED",34,"Three Full Years",3,0,1,0,8,"2",0,2015,2,3,2017,2,3," Card II TYPE",1219,882,472,458,4747,0,33,"2",33,"2",7,1,1,2,4,4,1,0,0,0,1,1,0,0,2,0,2,0,0,0,57,-673
"1402","VALID","PRP","Open","Female","Eastern","RENTED",41.2,"Three Full Years",4,0,7,0,3,"3",1,2012,8,26,2015,3,26," Card II TYPE",658,35,7740,1,2545,0,73,"3",73,"3",2,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,949,4
"5411","VALID","PRM","Open","Male","Eastern","RENTED",47,"Three Full Years",5,6,17,0,2,"3",0,2014,8,1,2016,8,3," Card II TYPE",1885,882,4502,287,3755,0,52,"3",52,"3",1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,244,-488
"9397","VALID","PWM","Open","Male","Western","BOUGHT",51.13166667,"Three Full Years",6,0,12,0,1,"2",0,2012,5,8,2015,4,1,"Paper based/Post",540,882,8117,1,1229,0,0,"3",0,"3",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1057,-1
"5766","VALID","PRM","Open","Female","Northern","RENTED",25,"Three Full Years",2,0,12,0,0,"3",0,2014,9,7,2016,9,7," Card II TYPE",2396,882,8906,1115,6722,0,0,"none",0,"none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,-522
"3984","INVALID","PRM","Open","Female","Eastern","RENTED",46,"Three Full Years",3,0,7,0,1,"3",0,2014,1,21,2016,1,21," Card II TYPE",2375,882,2069,1,5785,0,79,"3",79,"3",1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,434,-296
"6380","VALID","PRM","Open","Male","Eastern","RENTED",29,"Three Full Years",3,0,4,0,1,"3",0,2014,11,14,2016,11,14," Card II TYPE",2775,882,3964,463,2017,0,72,"3",72,"3",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,141,-589
"3149","VALID","MXX","Open","Female","Northern","RENTED",32,"Three Full Years",5,0,4,0,4,"2",1,2013,9,8,2015,9,8,"Paper based/Post",973,99,5937,289,878,0,61,"3",61,"3",3,1,2,2,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,572,-158
"3030","VALID","PWR","Open","Male","Eastern","RENTED",56,"Three Full Years",3,5,4,0,0,"3",0,2013,8,27,2015,8,27," Card I TYPE",2400,882,2897,1,2637,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583,-147
"2164","VALID","CNN","Open","Female","Northern","RENTED",71,"Three Full Years",6,14,17,0,0,"None",0,2013,2,12,2015,3,9,"None",3331,882,6540,66,3710,1,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,21
"3637","VALID","ESS","Open","Female","Eastern","RENTED",67,"Three Full Years",2,0,2,0,1,"3",0,2013,12,3,2015,12,3," Card II TYPE",481,882,8906,1115,6722,0,85,"none",85,"none",0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,487,-243
"9686","VALID","MXX","Open","Male","Northern","RENTED",46.806,"Three Full Years",3,0,17,0,4,"3",1,2013,3,12,2016,3,9," Card II TYPE",98,120,6619,379,4419,0,61,"3",61,"3",0,4,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,748,-344
"1518","VALID","CNN","Open","Female","Northern","BOUGHT",71,"Three Full Years",1,14,22,1,1,"3",0,2012,9,14,2015,3,14," Card II TYPE",1649,882,1069,1,1,0,1,"3",1,"3",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,931,16
"896","VALID","PRP","Open","Female","Northern","BOUGHT",43,"Three Full Years",5,0,22,0,2,"3",0,2012,2,24,2015,3,24,"Paper based/Post",3009,882,3676,985,5463,0,26,"3",26,"3",2,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1131,6
"1397","VALID","CNN","Open","Male","Western","RENTED",73,"Three Full Years",9,0,22,0,1,"2",0,2012,8,25,2015,3,25," Card II TYPE",1955,882,3720,1,2360,0,65,"3",65,"3",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,950,5
"6788","VALID","PRP","Open","Female","Eastern","RENTED",39,"Three Full Years",7,0,7,0,4,"2",0,2014,12,31,2016,12,31," Card II TYPE",2489,882,7348,253,3759,0,63,"3",63,"3",2,2,0,0,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,94,-636
"6092","VALID","PPL","Open","Female","Northern","RENTED",41,"Three Full Years",6,0,21,0,0,"3",0,2014,10,11,2016,10,11," Card II TYPE",2747,882,1721,1,6330,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,-556
"8767","VALID","PRM","Open","Male","Eastern","RENTED",38,"Three Full Years",3,0,17,0,0,"3",0,2014,2,22,2016,3,15," Card II TYPE",2461,882,5800,11,5328,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,-350
"6619","VALID","PRM","Open","Male","Northern","RENTED",28,"Three Full Years",3,0,12,0,0,"3",0,2014,12,11,2016,12,11," Card II TYPE",2829,882,1971,1,875,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,-616
"7248","VALID","PPL","Open","Male","Northern","RENTED",29,"Three Full Years",1,0,7,0,0,"2",0,2015,2,19,2017,2,19," Card II TYPE",1872,882,8733,1,6571,0,0,"2",0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,-689
"5124","VALID","PRR","Open","Male","Northern","RENTED",29,"Three Full Years",4,0,2,0,1,"3",0,2014,6,29,2016,6,29," Card II TYPE",2395,882,5986,1,3479,0,74,"3",74,"3",0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,276,-454
"6487","VALID","PRM","Open","Male","Northern","RENTED",37,"Three Full Years",4,20,12,0,2,"3",0,2014,11,27,2016,11,27," Card II TYPE",2784,882,7454,773,3516,0,83,"3",83,"3",1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,-602
"8079","VALID","PRM","Open","Male","Eastern","BOUGHT",64,"Three Full Years",1,9,22,0,0,"3",0,2013,12,17,2016,4,3," Card II TYPE",1873,882,1091,1,2620,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,-368
"7729","VALID","PPL","Open","Male","Northern","RENTED",30.93116667,"Three Full Years",1,0,2,0,0,"None",0,2015,4,5,2017,4,5,"None",3331,882,8906,1115,6722,1,0,"none",0,"none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-735
"9630","VALID","PRR","Open","Female","Eastern","RENTED",46,"Three Full Years",4,20,7,0,2,"3",0,2012,3,15,2015,3,24," Card II TYPE",3209,882,7311,810,5079,0,50,"3",50,"3",2,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1110,6
"4319","VALID","PRM","Open","Male","Eastern","RENTED",54,"Three Full Years",3,20,7,0,5,"2",0,2014,3,13,2016,3,13,"Paper based/Post",2868,882,6888,1,5475,0,68,"3",68,"3",2,3,1,0,3,3,0,1,0,0,0,0,2,0,0,1,0,0,1,0,382,-348
"3063","VALID","PWR","Open","Female","Western","RENTED",29,"Three Full Years",3,0,4,0,2,"3",0,2013,8,26,2015,8,26," Card II TYPE",3178,882,6053,1,2081,0,51,"3",51,"3",2,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,584,-146
"4024","VALID","PPL","Open","Female","Western","RENTED",91,"Three Full Years",2,14,22,0,1,"3",0,2014,1,24,2016,1,24," Card II TYPE",2340,882,1905,520,1024,0,49,"3",49,"3",0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,431,-299
"103","VALID","PRP","Open","Male","Western","RENTED",52,"Three Full Years",7,6,12,0,2,"None",0,2012,3,17,2015,3,24,"None",3331,882,3628,1,1971,1,80,"3",80,"3",0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1108,6
"1806","VALID","CNN","Open","Female","Eastern","RENTED",39,"Three Full Years",6,0,17,0,0,"3",0,2012,11,17,2015,3,17," Card II TYPE",2482,882,3597,915,3477,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868,13
"8278","VALID","PWM","Open","Male","Northern","RENTED",50,"Three Full Years",6,0,17,0,1,"3",1,2012,3,9,2015,3,6," Card II TYPE",635,29,3809,1,2041,0,54,"3",54,"3",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1116,24
"2271","VALID","KLA","Closed","Female","Eastern","BOUGHT",56,"Three Full Years",1,0,22,0,3,"2",1,2013,3,5,2015,3,31," Card II TYPE",3168,735,107,316,3400,0,70,"2",70,"2",1,2,0,0,1,1,0,1,0,0,2,2,0,0,0,0,0,0,0,1,755,-1
"2348","VALID","PWR","Open","Female","Eastern","RENTED",40,"Three Full Years",8,5,21,1,3,"3",0,2013,3,23,2015,3,23," Card II TYPE",1521,882,1409,1,1,0,1,"3",1,"3",2,1,1,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,2,737,7
"754","VALID","CHC","Open","Male","Northern","RENTED",51.69,"Three Full Years",6,0,17,0,0,"3",0,2011,12,31,2015,3,22," Card II TYPE",2268,882,5429,307,84,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1189,8
"2413","VALID","PPL","Open","Male","Eastern","RENTED",53,"Three Full Years",5,5,22,0,0,"3",0,2013,4,6,2015,4,6," Card II TYPE",3056,882,4569,1007,2276,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,-6
"7188","VALID","PPL","Open","Male","Eastern","RENTED",32,"Three Full Years",8,0,17,0,0,"2",0,2015,2,12,2017,2,12," Card II TYPE",1872,882,108,324,2017,0,0,"2",0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,-682
"8319","VALID","POP","Open","Male","Northern","RENTED",61,"Three Full Years",9,0,17,0,0,"3",0,2012,7,13,2015,3,29," Card II TYPE",42,882,6493,1,4143,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992,1
"4884","VALID","PRM","Open","Male","Northern","RENTED",82,"Three Full Years",3,0,17,0,0,"3",0,2014,6,3,2016,6,3," Card II TYPE",2045,882,3958,1,2116,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,-428
"3807","VALID","PRP","Open","Female","Western","RENTED",60,"Three Full Years",3,0,12,0,0,"3",0,2013,12,28,2015,12,28," Card II TYPE",2867,882,5486,191,6640,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,-268
"2419","VALID","CNN","Open","Female","Northern","BOUGHT",49,"Three Full Years",3,0,4,0,0,"3",0,2013,4,10,2015,5,10," Card II TYPE",1649,882,6030,677,2016,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,-40
"1091","VALID","PRP","Open","Female","Western","RENTED",26,"Three Full Years",4,12,4,0,0,"3",0,2012,5,10,2015,3,10," Card II TYPE",2952,882,5288,1,6676,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1055,20
"3827","VALID","CHC","Open","Male","Northern","RENTED",41.00333333,"Three Full Years",3,0,4,0,1,"3",1,2014,1,9,2016,1,9," Card II TYPE",2694,603,4024,889,1133,0,68,"3",68,"3",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,446,-284
"5611","VALID","PRM","Open","Male","Eastern","RENTED",35,"Three Full Years",1,0,1,0,0,"3",0,2014,8,21,2016,8,21," Card II TYPE",723,882,7759,497,3415,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,-506
"2128","VALID","MXX","Open","Male","Eastern","RENTED",32,"Three Full Years",4,0,4,0,47,"2",2,2013,2,2,2015,4,5," Card II TYPE",606,186,2801,279,6351,0,53,"3",53,"3",31,16,5,27,8,8,8,6,6,2,1,1,1,0,11,2,11,0,2,0,788,-5
"4363","INVALID","CHC","Open","Female","Northern","RENTED",69,"Three Full Years",6,6,22,0,0,"3",0,2014,3,23,2016,3,23," Card II TYPE",2644,882,959,1,653,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,-358
"2138","VALID","PWR","Open","Male","Eastern","RENTED",50,"Three Full Years",7,10,22,0,0,"3",0,2013,2,23,2015,3,23," Card II TYPE",2846,882,7990,183,3613,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767,7
"4926","INVALID","PPL","Open","Female","Western","RENTED",47,"Three Full Years",1,9,22,0,0,"1",1,2014,6,9,2016,11,9,"Paper based/Post",2178,149,8906,1115,6722,0,0,"none",0,"none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,-584
"3471","INVALID","POP","Open","Male","Western","RENTED",41,"Three Full Years",6,0,17,0,0,"3",0,2013,11,7,2015,11,7," Card II TYPE",2896,882,6098,1,2185,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,-217
"6373","VALID","PRM","Open","Male","Northern","RENTED",73,"Three Full Years",3,0,7,0,0,"2",0,2014,11,18,2016,11,18," Card II TYPE",1429,882,4507,1,2848,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,-593
"3674","VALID","KLA","Open","Male","Eastern","RENTED",45,"Three Full Years",4,0,22,0,1,"3",0,2013,12,12,2015,12,12," Card II TYPE",3219,882,2924,1,2157,0,46,"3",46,"3",0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,478,-252
"3485","VALID","PRP","Open","Male","Northern","RENTED",43,"Three Full Years",3,0,21,0,2,"3",0,2013,11,5,2015,11,5," Card II TYPE",65,882,6266,582,4405,0,56,"3",56,"3",1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,515,-215
"5231","VALID","CHC","Open","Male","Western","RENTED",49,"Three Full Years",8,13,22,0,0,"3",0,2014,7,16,2016,7,16," Card II TYPE",2844,882,8541,1,15,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,-471
"7256","VALID","CHC","Open","Female","Northern","RENTED",70,"Three Full Years",4,0,17,0,0,"2",0,2015,2,22,2017,2,22," Card II TYPE",761,882,8784,271,2815,0,0,"2",0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,-692
"2167","VALID","CNN","Open","Female","Eastern","RENTED",28,"Three Full Years",6,0,17,0,1,"3",0,2013,2,19,2015,3,19," Card II TYPE",2694,882,2537,1,5262,0,61,"3",61,"3",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,771,11
"4045","VALID","CHC","Open","Female","Western","RENTED",73,"Three Full Years",5,0,21,0,0,"3",0,2014,1,28,2016,1,28," Card II TYPE",2491,882,2686,1,5259,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,-303
"2603","VALID","POP","Open","Male","Southern","RENTED",60,"Three Full Years",1,0,4,0,2,"3",0,2013,5,18,2015,5,18," Card II TYPE",395,882,2243,1,1608,0,14,"3",14,"3",0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,682,-48
"6172","INVALID","CHC","Open","Female","Eastern","RENTED",42,"Three Full Years",2,0,7,0,0,"2",0,2014,10,24,2016,10,24," Card II TYPE",1771,882,8906,1115,6722,0,0,"none",0,"none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,-569
"1801","VALID","CNN","Open","Male","Eastern","BOUGHT",50.475,"Three Full Years",4,0,22,0,0,"3",0,2012,11,16,2015,3,16," Card I TYPE",1809,882,7164,61,6173,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869,14
"8459","VALID","POP","Closed","Male","Eastern","RENTED",42,"Three Full Years",6,0,7,0,0,"3",0,2012,8,1,2015,3,29," Card I TYPE",555,882,8906,1115,6722,0,0,"none",0,"none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,974,1
"7312","VALID","PPL","Open","Male","Northern","RENTED",70,"Three Full Years",6,14,22,0,5,"2",0,2015,2,25,2017,2,25," Card II TYPE",1872,882,8561,1,4592,0,19,"2",19,"2",2,3,0,1,4,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,35,-695
"6544","VALID","PRM","Open","Male","Eastern","RENTED",44,"Three Full Years",6,0,17,0,0,"3",0,2014,12,4,2016,12,4," Card II TYPE",2829,882,5461,196,6174,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,-609
"6052","INVALID","CHC","Open","Male","Eastern","RENTED",51,"Three Full Years",1,10,22,0,1,"2",1,2014,10,10,2016,10,10," Card II TYPE",2572,565,4352,761,1968,0,5,"3",5,"3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,-555
"3645","VALID","CNN","Open","Female","Eastern","RENTED",25,"Three Full Years",5,2,12,0,0,"3",0,2013,12,5,2015,12,5," Card II TYPE",1925,882,7080,1,236,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,-245
"5187","VALID","PPL","Open","Male","Eastern","RENTED",39.69,"Three Full Years",3,0,1,1,0,"2",1,2014,7,17,2016,7,1," Card II TYPE",2365,500,8595,1,6185,0,0,"2",0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,-456
"8562","VALID","PWR","Open","Female","Eastern","RENTED",59,"Three Full Years",5,0,22,0,5,"2",2,2012,6,2,2015,3,23,"Paper based/Post",1609,378,2057,1,1644,0,49,"3",49,"3",4,1,1,2,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1033,7
"5694","VALID","KLA","Open","Male","Eastern","RENTED",42.84,"Three Full Years",3,0,1,0,4,"3",3,2014,8,30,2016,8,30," Card I TYPE",639,31,4493,1,6567,0,23,"3",23,"3",4,0,0,4,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,215,-515
"8218","VALID","PWP","Open","Male","Northern","RENTED",42,"Three Full Years",4,0,17,0,0,"3",0,2012,1,30,2015,3,20," Card I TYPE",2628,882,5096,1,2667,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155,10
"3058","VALID","PPL","Open","Male","Northern","RENTED",58,"Three Full Years",5,0,21,0,6,"3",0,2013,8,24,2015,8,24," Card I TYPE",2045,882,3732,280,1681,0,49,"3",49,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586,-144
"6930","VALID","PPL","Open","Female","Eastern","RENTED",38,"Three Full Years",4,5,21,0,2,"2",2,2015,1,13,2017,1,13," Card II TYPE",136,470,1645,677,5225,0,51,"3",51,"3",2,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,77,-653
"2593","VALID","CNN","Open","Male","Eastern","RENTED",64,"Three Full Years",4,0,7,0,1,"3",0,2013,5,17,2015,5,17," Card II TYPE",2770,882,2347,1,222,0,22,"3",22,"3",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,683,-47
"5814","VALID","PPL","Open","Female","Western","RENTED",54,"Three Full Years",6,5,22,0,0,"3",0,2014,9,10,2016,9,10," Card II TYPE",1961,882,5967,1,930,0,0,"3",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,-525
